Appliances,lights,Windspeed,Visibility
40,0,10.0,24.0
40,0,9.83333333333333,24.666666666666693
40,0,9.66666666666667,25.3333333333333
50,0,9.5,26.0
40,0,9.33333333333333,26.666666666666693
60,20,9.16666666666667,27.3333333333333
80,10,9.0,28.0
70,0,9.33333333333333,30.0
90,0,9.66666666666667,32.0
70,0,10.0,34.0
60,20,10.333333333333298,36.0
60,20,10.666666666666702,38.0
60,20,11.0,40.0
60,30,10.5,40.0
60,20,10.0,40.0
300,20,9.5,40.0
360,30,9.0,40.0
160,20,8.5,40.0
110,20,8.0,40.0
80,30,8.5,43.8333333333333
80,0,9.0,47.66666666666669
70,0,9.5,51.5
80,0,10.0,55.3333333333333
100,0,10.5,59.1666666666667
160,20,11.0,63.0
710,20,10.5,59.1666666666667
660,0,10.0,55.3333333333333
300,0,9.5,51.5
300,0,9.0,47.66666666666669
290,0,8.5,43.8333333333333
250,0,8.0,40.0
300,0,9.0,40.0
370,0,10.0,40.0
190,10,11.0,40.0
110,0,12.0,40.0
80,0,13.0,40.0
90,0,14.0,40.0
90,0,13.5,40.0
350,0,13.0,40.0
750,20,12.5,40.0
520,20,12.0,40.0
350,30,11.5,40.0
290,20,11.0,40.0
260,20,10.833333333333298,37.66666666666669
230,30,10.666666666666702,35.3333333333333
200,20,10.5,33.0
80,20,10.333333333333298,30.666666666666693
120,20,10.166666666666702,28.3333333333333
220,30,10.0,26.0
700,20,10.166666666666702,28.3333333333333
610,20,10.333333333333298,30.666666666666693
370,30,10.5,33.0
280,20,10.666666666666702,35.3333333333333
280,20,10.833333333333298,37.66666666666669
280,20,11.0,40.0
260,30,11.166666666666702,44.16666666666669
140,20,11.333333333333298,48.3333333333333
140,20,11.5,52.5
100,20,11.666666666666702,56.66666666666669
120,0,11.833333333333298,60.8333333333333
120,0,12.0,65.0
100,10,11.833333333333298,58.5
150,0,11.666666666666702,52.0
480,0,11.5,45.5
320,0,11.333333333333298,39.0
300,0,11.166666666666702,32.5
280,0,11.0,26.0
390,10,11.166666666666702,28.3333333333333
480,20,11.333333333333298,30.666666666666693
460,20,11.5,33.0
380,20,11.666666666666702,35.3333333333333
370,30,11.833333333333298,37.66666666666669
420,10,12.0,40.0
100,10,12.0,37.5
90,10,12.0,35.0
90,0,12.0,32.5
90,10,12.0,30.0
80,0,12.0,27.5
90,10,12.0,25.0
150,30,11.5,24.666666666666693
100,20,11.0,24.3333333333333
100,20,10.5,24.0
90,30,10.0,23.666666666666693
80,20,9.5,23.3333333333333
100,20,9.0,23.0
90,20,9.16666666666667,23.5
90,30,9.33333333333333,24.0
70,30,9.5,24.5
90,30,9.66666666666667,25.0
70,20,9.83333333333333,25.5
90,0,10.0,26.0
70,30,10.166666666666702,26.5
60,20,10.333333333333298,27.0
70,20,10.5,27.5
60,20,10.666666666666702,28.0
60,20,10.833333333333298,28.5
60,20,11.0,29.0
50,30,11.0,27.8333333333333
60,20,11.0,26.666666666666693
60,20,11.0,25.5
60,20,11.0,24.3333333333333
50,0,11.0,23.166666666666693
50,0,11.0,22.0
50,0,10.833333333333298,23.0
50,0,10.666666666666702,24.0
40,0,10.5,25.0
50,0,10.333333333333298,26.0
40,0,10.166666666666702,27.0
40,0,10.0,28.0
60,0,9.66666666666667,30.0
50,0,9.33333333333333,32.0
50,0,9.0,34.0
50,0,8.66666666666667,36.0
40,0,8.33333333333333,38.0
40,0,8.0,40.0
50,0,8.16666666666667,40.0
40,0,8.33333333333333,40.0
50,0,8.5,40.0
40,0,8.66666666666667,40.0
30,0,8.83333333333333,40.0
30,0,9.0,40.0
30,0,9.0,38.16666666666669
30,0,9.0,36.3333333333333
50,0,9.0,34.5
40,0,9.0,32.66666666666669
40,0,9.0,30.8333333333333
50,0,9.0,29.0
40,0,8.83333333333333,28.8333333333333
50,0,8.66666666666667,28.666666666666693
40,0,8.5,28.5
50,0,8.33333333333333,28.3333333333333
50,0,8.16666666666667,28.166666666666693
40,0,8.0,28.0
50,0,8.0,27.666666666666693
50,0,8.0,27.3333333333333
40,0,8.0,27.0
40,0,8.0,26.666666666666693
50,0,8.0,26.3333333333333
50,0,8.0,26.0
50,0,8.0,26.166666666666693
50,0,8.0,26.3333333333333
40,0,8.0,26.5
50,0,8.0,26.666666666666693
40,0,8.0,26.8333333333333
50,0,8.0,27.0
40,0,7.5,26.8333333333333
40,30,7.0,26.666666666666693
50,20,6.5,26.5
70,10,6.0,26.3333333333333
60,0,5.5,26.166666666666693
50,0,5.0,26.0
50,0,5.0,31.8333333333333
40,0,5.0,37.66666666666669
40,0,5.0,43.5
40,0,5.0,49.3333333333333
70,0,5.0,55.16666666666669
70,0,5.0,61.0
360,0,4.8333333333333295,61.3333333333333
190,0,4.66666666666667,61.6666666666667
150,0,4.5,62.0
120,0,4.3333333333333295,62.3333333333333
80,0,4.16666666666667,62.6666666666667
60,0,4.0,63.0
180,10,3.6666666666666705,63.0
180,0,3.33333333333333,63.0
480,0,3.0,63.0
530,0,2.66666666666667,63.0
220,0,2.3333333333333295,63.0
120,0,2.0,63.0
110,0,2.5,55.8333333333333
100,0,3.0,48.66666666666669
110,0,3.5,41.5
100,10,4.0,34.3333333333333
130,0,4.5,27.166666666666693
170,0,5.0,20.0
560,0,4.8333333333333295,21.5
430,0,4.66666666666667,23.0
360,0,4.5,24.5
350,0,4.3333333333333295,26.0
330,0,4.16666666666667,27.5
280,0,4.0,29.0
220,0,4.0,28.8333333333333
150,0,4.0,28.666666666666693
120,0,4.0,28.5
120,0,4.0,28.3333333333333
140,0,4.0,28.166666666666693
120,0,4.0,28.0
130,0,4.66666666666667,33.5
130,0,5.3333333333333295,39.0
130,0,6.0,44.5
130,0,6.6666666666666705,50.0
120,0,7.3333333333333295,55.5
160,0,8.0,61.0
240,0,7.5,57.5
220,0,7.0,54.0
200,0,6.5,50.5
210,0,6.0,47.0
160,0,5.5,43.5
110,0,5.0,40.0
100,0,5.16666666666667,38.0
110,0,5.3333333333333295,36.0
110,0,5.5,34.0
120,0,5.66666666666667,32.0
120,0,5.8333333333333295,30.0
120,0,6.0,28.0
130,0,5.66666666666667,30.0
140,0,5.3333333333333295,32.0
130,10,5.0,34.0
120,30,4.66666666666667,36.0
120,20,4.3333333333333295,38.0
130,20,4.0,40.0
120,20,4.0,40.0
120,20,4.0,40.0
140,20,4.0,40.0
120,20,4.0,40.0
270,10,4.0,40.0
650,10,4.0,40.0
690,10,4.16666666666667,40.0
340,10,4.3333333333333295,40.0
100,10,4.5,40.0
120,10,4.66666666666667,40.0
140,20,4.8333333333333295,40.0
150,20,5.0,40.0
150,10,5.16666666666667,40.0
160,20,5.3333333333333295,40.0
140,10,5.5,40.0
150,10,5.66666666666667,40.0
150,10,5.8333333333333295,40.0
140,10,6.0,40.0
150,10,6.3333333333333295,40.0
130,20,6.6666666666666705,40.0
130,10,7.0,40.0
130,0,7.3333333333333295,40.0
130,0,7.666666666666669,40.0
140,0,8.0,40.0
130,0,7.666666666666669,40.0
130,0,7.3333333333333295,40.0
100,10,7.0,40.0
90,10,6.6666666666666705,40.0
80,0,6.3333333333333295,40.0
70,0,6.0,40.0
60,0,6.0,40.0
70,0,6.0,40.0
70,0,6.0,40.0
80,0,6.0,40.0
70,0,6.0,40.0
70,0,6.0,40.0
70,0,6.3333333333333295,44.0
70,0,6.6666666666666705,48.0
80,10,7.0,52.0
60,0,7.3333333333333295,56.0
70,0,7.666666666666669,60.0
70,0,8.0,64.0
80,0,7.8333333333333295,60.0
70,0,7.666666666666669,56.0
70,0,7.5,52.0
70,0,7.3333333333333295,48.0
70,0,7.1666666666666705,44.0
60,0,7.0,40.0
70,0,7.3333333333333295,40.0
60,0,7.666666666666669,40.0
70,0,8.0,40.0
80,0,8.33333333333333,40.0
60,0,8.66666666666667,40.0
80,0,9.0,40.0
70,0,9.16666666666667,40.0
60,0,9.33333333333333,40.0
70,0,9.5,40.0
60,0,9.66666666666667,40.0
70,0,9.83333333333333,40.0
60,0,10.0,40.0
70,0,9.66666666666667,40.0
70,0,9.33333333333333,40.0
70,0,9.0,40.0
70,0,8.66666666666667,40.0
60,0,8.33333333333333,40.0
60,0,8.0,40.0
70,0,7.8333333333333295,40.0
60,0,7.666666666666669,40.0
60,0,7.5,40.0
70,0,7.3333333333333295,40.0
70,0,7.1666666666666705,40.0
70,0,7.0,40.0
70,0,7.0,40.0
70,0,7.0,40.0
70,0,7.0,40.0
60,0,7.0,40.0
70,0,7.0,40.0
60,0,7.0,40.0
60,0,6.8333333333333295,40.0
50,0,6.6666666666666705,40.0
60,0,6.5,40.0
50,0,6.3333333333333295,40.0
60,0,6.1666666666666705,40.0
70,0,6.0,40.0
60,0,6.0,40.0
100,0,6.0,40.0
80,20,6.0,40.0
100,20,6.0,40.0
120,30,6.0,40.0
110,20,6.0,40.0
90,0,6.0,40.0
80,0,6.0,40.0
90,10,6.0,40.0
80,0,6.0,40.0
80,0,6.0,40.0
80,0,6.0,40.0
70,0,5.8333333333333295,40.0
80,0,5.66666666666667,40.0
90,0,5.5,40.0
90,0,5.3333333333333295,40.0
150,10,5.16666666666667,40.0
150,0,5.0,40.0
80,0,4.8333333333333295,40.0
70,10,4.66666666666667,40.0
110,10,4.5,40.0
110,0,4.3333333333333295,40.0
90,0,4.16666666666667,40.0
80,0,4.0,40.0
80,0,4.5,38.0
80,0,5.0,36.0
70,10,5.5,34.0
140,0,6.0,32.0
70,0,6.5,30.0
50,0,7.0,28.0
70,0,6.8333333333333295,28.166666666666693
60,0,6.6666666666666705,28.3333333333333
70,0,6.5,28.5
70,0,6.3333333333333295,28.666666666666693
60,0,6.1666666666666705,28.8333333333333
80,10,6.0,29.0
70,0,5.8333333333333295,30.8333333333333
60,0,5.66666666666667,32.66666666666669
70,0,5.5,34.5
80,0,5.3333333333333295,36.3333333333333
120,0,5.16666666666667,38.16666666666669
110,0,5.0,40.0
120,0,4.8333333333333295,40.0
110,0,4.66666666666667,40.0
110,0,4.5,40.0
100,10,4.3333333333333295,40.0
110,0,4.16666666666667,40.0
90,0,4.0,40.0
100,0,4.16666666666667,40.0
110,0,4.3333333333333295,40.0
110,0,4.5,40.0
100,0,4.66666666666667,40.0
80,0,4.8333333333333295,40.0
80,0,5.0,40.0
80,0,4.8333333333333295,40.0
80,0,4.66666666666667,40.0
90,0,4.5,40.0
80,0,4.3333333333333295,40.0
70,0,4.16666666666667,40.0
90,30,4.0,40.0
120,20,3.8333333333333295,43.8333333333333
360,20,3.6666666666666705,47.66666666666669
530,20,3.5,51.5
620,20,3.33333333333333,55.3333333333333
230,10,3.16666666666667,59.1666666666667
100,0,3.0,63.0
100,20,2.8333333333333295,57.3333333333333
120,20,2.66666666666667,51.66666666666669
140,20,2.5,46.0
100,10,2.3333333333333295,40.3333333333333
110,20,2.16666666666667,34.66666666666669
110,10,2.0,29.0
140,20,2.0,27.666666666666693
130,10,2.0,26.3333333333333
140,10,2.0,25.0
150,10,2.0,23.666666666666693
230,0,2.0,22.3333333333333
130,0,2.0,21.0
130,0,2.16666666666667,21.3333333333333
120,0,2.3333333333333295,21.666666666666693
130,0,2.5,22.0
110,20,2.66666666666667,22.3333333333333
130,20,2.8333333333333295,22.666666666666693
140,20,3.0,23.0
150,20,3.0,22.8333333333333
120,30,3.0,22.666666666666693
70,20,3.0,22.5
80,20,3.0,22.3333333333333
80,30,3.0,22.166666666666693
70,20,3.0,22.0
70,20,3.0,28.8333333333333
70,30,3.0,35.66666666666669
70,20,3.0,42.5
80,20,3.0,49.3333333333333
70,20,3.0,56.16666666666669
60,30,3.0,63.0
70,20,3.0,63.1666666666667
50,20,3.0,63.3333333333333
30,0,3.0,63.5
40,0,3.0,63.6666666666667
20,0,3.0,63.8333333333333
60,0,3.0,64.0
60,0,3.0,56.8333333333333
50,0,3.0,49.66666666666669
50,0,3.0,42.5
50,0,3.0,35.3333333333333
50,0,3.0,28.166666666666693
50,0,3.0,21.0
50,0,3.0,28.3333333333333
50,0,3.0,35.66666666666669
60,0,3.0,43.0
60,0,3.0,50.3333333333333
50,0,3.0,57.6666666666667
60,0,3.0,65.0
40,0,3.0,64.5
50,0,3.0,64.0
50,0,3.0,63.5
30,0,3.0,63.0
30,0,3.0,62.5
40,0,3.0,62.0
40,0,3.0,62.0
50,0,3.0,62.0
50,0,3.0,62.0
50,0,3.0,62.0
50,0,3.0,62.0
40,0,3.0,62.0
50,0,3.0,62.0
50,0,3.0,62.0
50,0,3.0,62.0
60,0,3.0,62.0
50,0,3.0,62.0
40,0,3.0,62.0
50,0,3.16666666666667,61.5
50,0,3.33333333333333,61.0
50,0,3.5,60.5
50,0,3.6666666666666705,60.0
40,0,3.8333333333333295,59.5
30,0,4.0,59.0
40,0,3.8333333333333295,59.3333333333333
40,10,3.6666666666666705,59.6666666666667
60,10,3.5,60.0
50,0,3.33333333333333,60.3333333333333
50,0,3.16666666666667,60.6666666666667
50,0,3.0,61.0
70,0,3.0,61.3333333333333
60,0,3.0,61.6666666666667
60,0,3.0,62.0
60,0,3.0,62.3333333333333
410,0,3.0,62.6666666666667
70,0,3.0,63.0
70,0,3.16666666666667,63.1666666666667
60,10,3.33333333333333,63.3333333333333
100,0,3.5,63.5
70,0,3.6666666666666705,63.6666666666667
70,0,3.8333333333333295,63.8333333333333
80,10,4.0,64.0
70,0,4.0,64.0
60,0,4.0,64.0
50,0,4.0,64.0
50,0,4.0,64.0
300,0,4.0,64.0
440,0,4.0,64.0
190,10,4.0,56.66666666666669
100,0,4.0,49.3333333333333
90,0,4.0,42.0
100,0,4.0,34.66666666666669
100,0,4.0,27.3333333333333
90,10,4.0,20.0
100,0,4.16666666666667,20.8333333333333
110,0,4.3333333333333295,21.666666666666693
160,0,4.5,22.5
160,0,4.66666666666667,23.3333333333333
110,0,4.8333333333333295,24.166666666666693
90,0,5.0,25.0
80,0,5.0,27.5
60,0,5.0,30.0
70,30,5.0,32.5
80,20,5.0,35.0
120,20,5.0,37.5
120,30,5.0,40.0
120,20,4.8333333333333295,40.0
110,10,4.66666666666667,40.0
100,10,4.5,40.0
90,10,4.3333333333333295,40.0
100,20,4.16666666666667,40.0
200,10,4.0,40.0
210,20,3.6666666666666705,40.0
110,10,3.33333333333333,40.0
120,20,3.0,40.0
110,10,2.66666666666667,40.0
110,10,2.3333333333333295,40.0
100,20,2.0,40.0
120,10,1.8333333333333297,44.16666666666669
110,20,1.66666666666667,48.3333333333333
110,0,1.5,52.5
110,0,1.33333333333333,56.66666666666669
100,0,1.16666666666667,60.8333333333333
130,0,1.0,65.0
120,10,1.16666666666667,60.8333333333333
110,0,1.33333333333333,56.66666666666669
100,0,1.5,52.5
100,0,1.66666666666667,48.3333333333333
380,0,1.8333333333333297,44.16666666666669
350,0,2.0,40.0
290,30,2.16666666666667,40.0
390,20,2.3333333333333295,40.0
690,10,2.5,40.0
270,0,2.66666666666667,40.0
750,30,2.8333333333333295,40.0
130,10,3.0,40.0
120,10,2.66666666666667,36.8333333333333
120,10,2.3333333333333295,33.66666666666669
130,30,2.0,30.5
130,10,1.66666666666667,27.3333333333333
130,0,1.33333333333333,24.166666666666693
120,10,1.0,21.0
120,0,1.16666666666667,28.3333333333333
130,30,1.33333333333333,35.66666666666669
120,30,1.5,43.0
130,20,1.66666666666667,50.3333333333333
130,30,1.8333333333333297,57.6666666666667
140,20,2.0,65.0
130,20,2.0,57.8333333333333
140,20,2.0,50.66666666666669
120,30,2.0,43.5
120,20,2.0,36.3333333333333
140,20,2.0,29.166666666666693
130,20,2.0,22.0
120,20,2.16666666666667,22.666666666666693
90,20,2.3333333333333295,23.3333333333333
40,10,2.5,24.0
70,0,2.66666666666667,24.666666666666693
60,0,2.8333333333333295,25.3333333333333
60,0,3.0,26.0
50,0,3.0,25.8333333333333
60,0,3.0,25.666666666666693
60,0,3.0,25.5
60,0,3.0,25.3333333333333
60,0,3.0,25.166666666666693
70,0,3.0,25.0
90,0,2.8333333333333295,24.3333333333333
80,0,2.66666666666667,23.666666666666693
60,0,2.5,23.0
60,0,2.3333333333333295,22.3333333333333
40,0,2.16666666666667,21.666666666666693
50,0,2.0,21.0
50,0,2.0,21.666666666666693
50,0,2.0,22.3333333333333
40,0,2.0,23.0
40,0,2.0,23.666666666666693
30,0,2.0,24.3333333333333
50,0,2.0,25.0
50,0,2.16666666666667,24.5
60,0,2.3333333333333295,24.0
50,0,2.5,23.5
50,0,2.66666666666667,23.0
70,0,2.8333333333333295,22.5
50,0,3.0,22.0
60,0,2.8333333333333295,28.666666666666693
60,0,2.66666666666667,35.3333333333333
50,0,2.5,42.0
60,0,2.3333333333333295,48.66666666666669
50,0,2.16666666666667,55.3333333333333
50,0,2.0,62.0
60,0,2.16666666666667,62.3333333333333
60,0,2.3333333333333295,62.6666666666667
60,0,2.5,63.0
60,0,2.66666666666667,63.3333333333333
50,0,2.8333333333333295,63.6666666666667
30,0,3.0,64.0
30,0,3.0,63.6666666666667
20,0,3.0,63.3333333333333
40,0,3.0,63.0
60,0,3.0,62.6666666666667
60,0,3.0,62.3333333333333
60,0,3.0,62.0
50,0,3.16666666666667,62.1666666666667
50,0,3.33333333333333,62.3333333333333
60,0,3.5,62.5
50,0,3.6666666666666705,62.6666666666667
50,0,3.8333333333333295,62.8333333333333
50,0,4.0,63.0
70,0,4.16666666666667,56.0
90,10,4.3333333333333295,49.0
60,0,4.5,42.0
60,0,4.66666666666667,35.0
70,10,4.8333333333333295,28.0
50,0,5.0,21.0
50,0,4.8333333333333295,22.0
50,0,4.66666666666667,23.0
40,0,4.5,24.0
60,0,4.3333333333333295,25.0
40,10,4.16666666666667,26.0
40,0,4.0,27.0
80,0,4.0,29.166666666666693
330,0,4.0,31.3333333333333
260,0,4.0,33.5
100,0,4.0,35.66666666666669
70,0,4.0,37.8333333333333
70,0,4.0,40.0
70,0,4.3333333333333295,40.0
80,0,4.66666666666667,40.0
80,0,5.0,40.0
50,0,5.3333333333333295,40.0
60,0,5.66666666666667,40.0
50,0,6.0,40.0
50,0,5.8333333333333295,40.0
60,0,5.66666666666667,40.0
70,0,5.5,40.0
650,10,5.3333333333333295,40.0
680,0,5.16666666666667,40.0
390,0,5.0,40.0
310,0,5.16666666666667,40.0
300,0,5.3333333333333295,40.0
140,0,5.5,40.0
280,0,5.66666666666667,40.0
140,0,5.8333333333333295,40.0
400,0,6.0,40.0
190,0,5.8333333333333295,40.0
220,0,5.66666666666667,40.0
390,0,5.5,40.0
190,0,5.3333333333333295,40.0
480,0,5.16666666666667,40.0
350,0,5.0,40.0
340,0,5.0,40.0
530,0,5.0,40.0
510,0,5.0,40.0
230,0,5.0,40.0
110,0,5.0,40.0
80,0,5.0,40.0
80,0,5.0,40.0
80,0,5.0,40.0
100,0,5.0,40.0
110,0,5.0,40.0
120,0,5.0,40.0
110,0,5.0,40.0
110,0,4.8333333333333295,40.0
100,0,4.66666666666667,40.0
90,0,4.5,40.0
70,0,4.3333333333333295,40.0
70,0,4.16666666666667,40.0
200,0,4.0,40.0
280,0,4.0,40.0
180,0,4.0,40.0
180,0,4.0,40.0
90,0,4.0,40.0
90,0,4.0,40.0
100,0,4.0,40.0
100,0,3.8333333333333295,40.0
130,0,3.6666666666666705,40.0
430,0,3.5,40.0
110,20,3.33333333333333,40.0
110,10,3.16666666666667,40.0
120,10,3.0,40.0
110,10,3.0,40.0
110,30,3.0,40.0
120,30,3.0,40.0
90,10,3.0,40.0
100,10,3.0,40.0
100,10,3.0,40.0
100,0,2.8333333333333295,40.0
100,0,2.66666666666667,40.0
100,0,2.5,40.0
110,0,2.3333333333333295,40.0
100,10,2.16666666666667,40.0
180,0,2.0,40.0
110,30,1.8333333333333297,40.0
90,20,1.66666666666667,40.0
80,20,1.5,40.0
80,20,1.33333333333333,40.0
80,20,1.16666666666667,40.0
60,30,1.0,40.0
80,20,1.16666666666667,37.66666666666669
70,30,1.33333333333333,35.3333333333333
70,20,1.5,33.0
40,20,1.66666666666667,30.666666666666693
50,20,1.8333333333333297,28.3333333333333
50,30,2.0,26.0
50,20,2.0,26.0
60,20,2.0,26.0
60,20,2.0,26.0
60,20,2.0,26.0
60,20,2.0,26.0
50,0,2.0,26.0
50,0,1.8333333333333297,25.666666666666693
60,0,1.66666666666667,25.3333333333333
60,0,1.5,25.0
60,0,1.33333333333333,24.666666666666693
100,0,1.16666666666667,24.3333333333333
70,0,1.0,24.0
50,0,1.16666666666667,23.8333333333333
50,0,1.33333333333333,23.666666666666693
40,0,1.5,23.5
50,0,1.66666666666667,23.3333333333333
60,0,1.8333333333333297,23.166666666666693
50,0,2.0,23.0
30,0,2.0,22.8333333333333
40,0,2.0,22.666666666666693
20,0,2.0,22.5
50,0,2.0,22.3333333333333
50,0,2.0,22.166666666666693
40,0,2.0,22.0
50,0,2.0,22.166666666666693
50,0,2.0,22.3333333333333
60,0,2.0,22.5
50,0,2.0,22.666666666666693
60,0,2.0,22.8333333333333
50,0,2.0,23.0
50,0,2.16666666666667,23.166666666666693
50,0,2.3333333333333295,23.3333333333333
50,0,2.5,23.5
40,0,2.66666666666667,23.666666666666693
50,0,2.8333333333333295,23.8333333333333
50,0,3.0,24.0
60,0,2.8333333333333295,23.8333333333333
50,0,2.66666666666667,23.666666666666693
50,0,2.5,23.5
50,0,2.3333333333333295,23.3333333333333
50,0,2.16666666666667,23.166666666666693
20,0,2.0,23.0
30,0,2.0,23.166666666666693
20,0,2.0,23.3333333333333
40,0,2.0,23.5
50,0,2.0,23.666666666666693
60,0,2.0,23.8333333333333
50,0,2.0,24.0
50,0,2.0,30.666666666666693
50,0,2.0,37.3333333333333
50,0,2.0,44.0
50,0,2.0,50.66666666666669
40,0,2.0,57.3333333333333
50,0,2.0,64.0
40,0,2.0,56.66666666666669
50,0,2.0,49.3333333333333
90,0,2.0,42.0
70,0,2.0,34.66666666666669
60,0,2.0,27.3333333333333
70,0,2.0,20.0
60,10,2.16666666666667,20.8333333333333
130,0,2.3333333333333295,21.666666666666693
340,0,2.5,22.5
230,0,2.66666666666667,23.3333333333333
80,0,2.8333333333333295,24.166666666666693
40,10,3.0,25.0
50,0,3.16666666666667,25.166666666666693
70,0,3.33333333333333,25.3333333333333
70,0,3.5,25.5
80,0,3.6666666666666705,25.666666666666693
60,0,3.8333333333333295,25.8333333333333
50,0,4.0,26.0
320,0,4.16666666666667,32.5
390,10,4.3333333333333295,39.0
300,0,4.5,45.5
310,0,4.66666666666667,52.0
250,10,4.8333333333333295,58.5
250,10,5.0,65.0
130,0,5.0,64.5
100,10,5.0,64.0
100,10,5.0,63.5
220,0,5.0,63.0
240,10,5.0,62.5
150,0,5.0,62.0
100,0,4.8333333333333295,62.3333333333333
110,0,4.66666666666667,62.6666666666667
100,10,4.5,63.0
90,0,4.3333333333333295,63.3333333333333
100,0,4.16666666666667,63.6666666666667
90,0,4.0,64.0
100,0,4.16666666666667,63.8333333333333
100,10,4.3333333333333295,63.6666666666667
100,10,4.5,63.5
100,10,4.66666666666667,63.3333333333333
100,10,4.8333333333333295,63.1666666666667
100,0,5.0,63.0
80,0,5.0,56.0
80,0,5.0,49.0
70,0,5.0,42.0
60,0,5.0,35.0
70,0,5.0,28.0
70,0,5.0,21.0
80,0,5.0,20.8333333333333
80,0,5.0,20.666666666666693
100,0,5.0,20.5
100,0,5.0,20.3333333333333
90,0,5.0,20.166666666666693
100,0,5.0,20.0
90,0,5.0,24.0
60,0,5.0,28.0
90,0,5.0,32.0
60,0,5.0,36.0
80,0,5.0,40.0
90,20,5.0,44.0
100,30,5.0,47.5
160,10,5.0,51.0
410,20,5.0,54.5
550,20,5.0,58.0
500,20,5.0,61.5
550,10,5.0,65.0
140,10,4.8333333333333295,64.8333333333333
80,10,4.66666666666667,64.6666666666667
90,10,4.5,64.5
120,30,4.3333333333333295,64.3333333333333
120,10,4.16666666666667,64.1666666666667
90,10,4.0,64.0
80,0,4.0,62.3333333333333
80,0,4.0,60.6666666666667
80,0,4.0,59.0
70,0,4.0,57.3333333333333
80,0,4.0,55.66666666666669
70,0,4.0,54.0
60,0,3.8333333333333295,53.0
80,0,3.6666666666666705,52.0
80,0,3.5,51.0
80,0,3.33333333333333,50.0
70,0,3.16666666666667,49.0
80,0,3.0,48.0
70,0,2.8333333333333295,46.16666666666669
60,20,2.66666666666667,44.3333333333333
30,10,2.5,42.5
40,10,2.3333333333333295,40.66666666666669
30,10,2.16666666666667,38.8333333333333
40,0,2.0,37.0
70,10,2.0,36.0
60,0,2.0,35.0
70,10,2.0,34.0
40,10,2.0,33.0
60,0,2.0,32.0
50,10,2.0,31.0
50,0,2.16666666666667,28.5
60,10,2.3333333333333295,26.0
40,0,2.5,23.5
60,10,2.66666666666667,21.0
60,10,2.8333333333333295,18.5
60,0,3.0,16.0
50,0,2.8333333333333295,16.5
50,0,2.66666666666667,17.0
60,0,2.5,17.5
50,0,2.3333333333333295,18.0
50,0,2.16666666666667,18.5
50,0,2.0,19.0
60,0,2.0,22.166666666666693
50,0,2.0,25.3333333333333
60,0,2.0,28.5
70,0,2.0,31.666666666666693
40,0,2.0,34.8333333333333
30,0,2.0,38.0
30,0,2.0,37.8333333333333
40,0,2.0,37.66666666666669
60,0,2.0,37.5
60,0,2.0,37.3333333333333
60,0,2.0,37.16666666666669
70,0,2.0,37.0
60,0,2.0,40.16666666666669
60,0,2.0,43.3333333333333
60,0,2.0,46.5
50,0,2.0,49.66666666666669
50,0,2.0,52.8333333333333
50,0,2.0,56.0
60,0,2.16666666666667,54.8333333333333
60,0,2.3333333333333295,53.66666666666669
60,0,2.5,52.5
60,0,2.66666666666667,51.3333333333333
50,0,2.8333333333333295,50.16666666666669
60,0,3.0,49.0
40,0,2.8333333333333295,47.8333333333333
50,0,2.66666666666667,46.66666666666669
50,0,2.5,45.5
50,0,2.3333333333333295,44.3333333333333
70,0,2.16666666666667,43.16666666666669
50,0,2.0,42.0
40,0,1.8333333333333297,41.3333333333333
40,0,1.66666666666667,40.66666666666669
30,0,1.5,40.0
60,0,1.33333333333333,39.3333333333333
50,20,1.16666666666667,38.66666666666669
60,0,1.0,38.0
140,0,1.0,37.5
60,0,1.0,37.0
60,0,1.0,36.5
60,10,1.0,36.0
100,20,1.0,35.5
430,30,1.0,35.0
90,20,1.16666666666667,35.16666666666669
80,20,1.33333333333333,35.3333333333333
100,30,1.5,35.5
110,40,1.66666666666667,35.66666666666669
100,30,1.8333333333333297,35.8333333333333
110,40,2.0,36.0
100,40,2.16666666666667,37.0
90,30,2.3333333333333295,38.0
70,40,2.5,39.0
40,30,2.66666666666667,40.0
60,40,2.8333333333333295,41.0
320,20,3.0,42.0
400,20,2.8333333333333295,43.16666666666669
200,20,2.66666666666667,44.3333333333333
100,10,2.5,45.5
120,10,2.3333333333333295,46.66666666666669
120,10,2.16666666666667,47.8333333333333
70,0,2.0,49.0
100,10,2.16666666666667,51.66666666666669
90,10,2.3333333333333295,54.3333333333333
100,10,2.5,57.0
120,10,2.66666666666667,59.6666666666667
270,10,2.8333333333333295,62.3333333333333
210,10,3.0,65.0
240,0,3.0,64.8333333333333
90,0,3.0,64.6666666666667
100,10,3.0,64.5
100,10,3.0,64.3333333333333
80,20,3.0,64.1666666666667
110,20,3.0,64.0
100,20,3.0,64.0
100,20,3.0,64.0
100,20,3.0,64.0
100,20,3.0,64.0
100,20,3.0,64.0
100,20,3.0,64.0
100,20,3.16666666666667,64.0
110,10,3.33333333333333,64.0
110,20,3.5,64.0
110,20,3.6666666666666705,64.0
110,10,3.8333333333333295,64.0
120,20,4.0,64.0
110,20,4.0,63.8333333333333
110,10,4.0,63.6666666666667
100,10,4.0,63.5
80,0,4.0,63.3333333333333
110,10,4.0,63.1666666666667
100,10,4.0,63.0
110,10,4.0,63.0
100,20,4.0,63.0
90,10,4.0,63.0
160,20,4.0,63.0
120,20,4.0,63.0
