Appliances,lights,T1,RH_1,T2
70,0,20.6,42.4,19.1333333333333
70,0,20.6,42.3266666666667,19.2
400,0,20.6,42.1633333333333,19.2
180,0,20.6,42.09,19.26
60,0,20.6,42.09,19.323333333333295
60,0,20.6,42.03,19.39
60,0,20.7,42.06,19.5
40,0,20.7,42.0,19.566666666666695
50,0,20.73,41.9,19.7
40,0,20.79,41.8175,19.7
190,0,20.79,41.73,19.79
50,0,21.0,43.4666666666667,19.79
60,0,21.0,43.8,19.79
170,0,21.2,45.5933333333333,19.79
180,0,21.26,44.9266666666667,19.89
190,0,21.323333333333295,44.16,19.89
160,0,21.39,43.9,19.89
180,0,21.426666666666698,44.36,19.89
40,10,21.5,44.633333333333304,19.89
40,10,21.5,44.5266666666667,19.89
70,20,21.5,44.4666666666667,19.823333333333295
60,30,21.5,44.1,19.79
60,20,21.5,43.6933333333333,19.79
60,20,21.463333333333296,43.1933333333333,19.7
40,20,21.39,42.933333333333294,19.7
50,20,21.39,42.56,19.7
40,30,21.39,42.5,19.7
60,20,21.39,42.363333333333294,19.7
60,20,21.323333333333295,42.29,19.7
90,30,21.29,42.09,19.6
340,20,21.29,42.1566666666667,19.6666666666667
220,20,21.356666666666698,43.49,19.76
70,30,21.39,45.8233333333333,19.7
60,20,21.39,46.49,19.7
50,20,21.39,45.6233333333333,19.7
50,20,21.39,44.9566666666667,19.6
50,30,21.29,44.063333333333304,19.6
50,10,21.29,43.53,19.533333333333296
60,10,21.2,42.93,19.5
50,0,21.2,42.53,19.426666666666698
50,10,21.1666666666667,42.1333333333333,19.39
40,20,21.1,41.933333333333294,19.39
40,30,21.1,41.9,19.356666666666698
80,20,21.033333333333296,41.033333333333296,19.23
280,20,21.0,40.4,19.1
390,20,21.0,40.4,19.1
290,20,21.0,40.56666666666669,19.1333333333333
300,30,21.0,40.8333333333333,19.2
210,10,21.0,41.212,19.2
90,0,21.1,41.845,19.26
110,10,21.2,42.363333333333294,19.323333333333295
110,10,21.2,42.2666666666667,19.39
120,10,21.2,41.86,19.426666666666698
130,20,21.23,41.59,19.5
120,0,21.29,41.463333333333296,19.55
80,0,21.29,41.26,19.6
90,0,21.29,41.1266666666667,19.6666666666667
90,0,21.39,41.0,19.79
240,20,21.39,40.933333333333294,19.856666666666698
90,10,21.5,42.6666666666667,19.926666666666698
80,30,21.566666666666695,42.8,20.0
90,20,21.6,42.29,20.033333333333296
90,20,21.6666666666667,42.09666666666671,20.1
110,20,21.7,41.6,20.1333333333333
90,10,21.7,41.3266666666667,20.2
80,10,21.73,40.93,20.2
90,0,21.79,40.73,20.26
90,0,21.79,40.56,20.29
80,0,21.79,40.36,20.29
50,10,21.79,40.1,20.29
50,0,21.79,39.9666666666667,20.29
50,0,21.79,40.02666666666669,20.26
50,0,21.79,40.1933333333333,20.2
50,0,21.79,40.6,20.15
60,0,21.76,40.933333333333294,20.0
60,0,21.7,41.0,19.926666666666698
50,0,21.7,41.03,19.856666666666698
50,0,21.7,41.09,19.79
40,0,21.6,40.9666666666667,19.7
50,0,21.6,40.9,19.6333333333333
50,0,21.566666666666695,40.79,19.6
50,0,21.5,40.73,19.533333333333296
50,0,21.5,40.7,19.5
50,0,21.426666666666698,40.56666666666669,19.426666666666698
50,0,21.39,40.5,19.356666666666698
50,0,21.39,40.5,19.29
50,0,21.29,40.4,19.26
40,0,21.29,40.4,19.2
40,0,21.2,40.26,19.2
50,0,21.175,40.1725,19.1333333333333
50,0,21.1,40.09,19.066666666666695
50,0,21.1,40.09,19.0
50,0,21.1,40.03,18.945
30,0,21.0,39.9,18.89
50,0,21.0,39.9,18.89
40,0,20.963333333333296,39.79,18.79
50,0,20.89,39.79,18.79
40,0,20.823333333333295,39.73,18.76
50,0,20.823333333333295,39.73,18.7
50,0,20.79,39.7,18.7
60,0,20.73,39.7,18.6333333333333
50,0,20.7,39.7,18.566666666666695
50,0,20.7,39.7,18.566666666666695
40,0,20.7,39.59,18.5
50,0,20.7,39.6633333333333,18.5
40,0,20.6,39.7,18.39
60,0,20.6,39.7,18.39
50,0,20.6,39.7,18.39
50,0,20.575,39.7,18.323333333333295
50,0,20.5,39.7,18.29
50,0,20.5,39.6633333333333,18.29
40,0,20.5,39.59,18.245
50,0,20.39,39.56,18.2
40,0,20.39,39.56,18.2
50,0,20.39,39.5,18.2
40,0,20.39,39.5,18.1333333333333
40,0,20.323333333333295,39.5,18.1
30,0,20.323333333333295,39.5,18.033333333333296
30,0,20.29,39.433333333333294,18.066666666666695
40,0,20.29,39.433333333333294,18.0
50,0,20.23,39.3266666666667,18.0
40,10,20.23,39.3266666666667,18.0
70,0,20.2,39.29,17.963333333333303
90,0,20.2,39.43,17.89
50,0,20.2,39.6266666666667,17.856666666666698
60,10,20.2,39.9,17.856666666666698
40,0,20.2,40.03,17.856666666666698
80,0,20.2,40.09,17.79
50,0,20.15,40.745,17.823333333333302
40,0,20.2,40.2966666666667,17.89
40,0,20.2,40.03,17.89
40,0,20.2,39.76,17.89
40,10,20.1333333333333,39.6266666666667,17.89
40,0,20.1,39.4666666666667,17.926666666666698
70,0,20.1,39.3266666666667,18.0
90,10,20.1,39.1633333333333,18.0
60,0,20.1,39.03,18.0
80,0,20.1,38.79,18.1333333333333
90,0,20.1,38.6566666666667,18.2
50,0,20.0,38.4666666666667,18.23
60,0,20.0,38.3266666666667,18.356666666666698
80,0,20.0,38.2,18.426666666666698
50,10,20.0,38.3333333333333,18.5
60,0,20.0,38.73,18.7
60,0,20.066666666666695,38.99,18.76
50,0,20.1,39.2666666666667,18.926666666666698
30,0,20.1,39.52666666666669,19.066666666666695
40,0,20.1,39.7666666666667,19.2
70,0,20.175,40.025,19.26
80,0,20.2,40.4,19.39
120,0,20.29,40.863333333333294,19.5
40,10,20.29,40.59,19.5
70,0,20.323333333333295,40.6933333333333,19.533333333333296
40,0,20.39,40.6333333333333,19.6
50,0,20.5,40.5633333333333,19.6
50,0,20.5,40.09666666666671,19.6
50,10,20.5,39.723333333333294,19.6
50,0,20.5,39.463333333333296,19.6
50,0,20.6,39.223333333333294,19.6
140,0,20.6,39.03,19.6
60,0,20.6,38.8266666666667,19.6
240,0,20.6,38.9666666666667,19.6
200,0,20.6,38.93,19.6
230,0,20.6,38.79,19.6
90,0,20.6666666666667,38.723333333333294,19.6
190,0,20.6666666666667,38.6633333333333,19.6
90,0,20.7,38.56,19.6
90,0,20.7,38.32,19.6
80,0,20.76,38.2,19.6
80,0,20.79,38.1633333333333,19.7
230,0,20.79,38.09,19.7
420,0,20.79,38.1266666666667,19.7
150,0,20.79,38.2,19.7
80,0,20.79,38.26,19.7
90,0,20.856666666666698,38.1266666666667,19.7
110,0,20.89,38.0,19.7
100,0,20.963333333333296,37.86,19.7
100,0,21.0,37.8,19.73
100,0,21.066666666666695,38.0,19.79
80,0,21.1,37.79,19.89
70,0,21.1,37.79,19.89
80,0,21.1,37.8,19.79
70,0,21.1,37.933333333333294,19.79
80,0,21.1,37.723333333333294,19.79
90,0,21.1,37.53,19.73
80,0,21.1,37.29,19.7
80,0,21.1,37.2225,19.7
80,0,21.1,37.1266666666667,19.6
90,0,21.1,37.09,19.6
100,0,21.1,37.09,19.6
90,10,21.1,37.06,19.566666666666695
110,10,21.1,37.06,19.5
120,10,21.1,36.9666666666667,19.533333333333296
100,30,21.1,36.9,19.6
190,30,21.1333333333333,36.9,19.7
100,10,21.26,37.16,19.76
100,10,21.323333333333295,38.13,19.89
90,10,21.39,38.2566666666667,19.89
70,0,21.39,38.1666666666667,20.0
90,0,21.463333333333296,38.2333333333333,20.0
80,10,21.5,37.723333333333294,20.1333333333333
110,0,21.566666666666695,37.53,20.2
120,10,21.6,37.56666666666669,20.323333333333295
120,20,21.6666666666667,37.76,20.39
160,20,21.73,37.723333333333294,20.39
120,30,21.79,37.463333333333296,20.39
110,20,21.79,37.29,20.39
120,20,21.823333333333295,37.29,20.39
110,20,21.89,37.29,20.39
110,20,21.926666666666698,37.2,20.463333333333296
110,20,22.0,37.1266666666667,20.39
90,30,22.0,37.06,20.39
110,20,22.0,36.933333333333294,20.463333333333296
90,20,22.0,36.863333333333294,20.39
70,20,22.0,36.73,20.39
80,30,22.066666666666695,36.9,20.39
80,20,22.0,36.9666666666667,20.39
70,20,22.0,37.03,20.356666666666698
90,20,21.926666666666698,37.1633333333333,20.29
90,20,21.89,37.3266666666667,20.26
60,20,21.89,37.4,20.2
60,30,21.79,37.29,20.1
50,20,21.79,37.29,20.033333333333296
70,20,21.79,37.4,19.963333333333296
60,20,21.73,37.4,19.89
70,20,21.7,37.5,19.856666666666698
60,30,21.625,37.5,19.79
60,20,21.6,37.5,19.73
50,0,21.566666666666695,37.5,19.6666666666667
50,10,21.5,37.6333333333333,19.6
20,0,21.5,37.73,19.566666666666695
30,0,21.426666666666698,37.79,19.5
20,0,21.39,37.9,19.39
40,0,21.39,37.9,19.39
60,0,21.29,37.9,19.29
50,0,21.29,37.9,19.29
50,0,21.26,37.863333333333294,19.2
40,0,21.2,37.79,19.2
40,0,21.1,37.79,19.1
40,0,21.1,37.79,19.1
50,0,21.066666666666695,37.76,19.0
50,0,21.0,37.7,19.0
60,0,21.0,37.7,18.963333333333296
50,0,20.926666666666698,37.7,18.963333333333296
50,0,20.89,37.6266666666667,18.89
40,0,20.815,37.6175,18.815
30,0,20.79,37.59,18.79
30,0,20.79,37.59,18.76
20,0,20.79,37.59,18.7
40,0,20.7,37.7,18.7
50,0,20.7,37.7,18.7
50,0,20.7,37.7,18.6333333333333
50,0,20.7,37.7,18.6333333333333
50,0,20.6666666666667,37.6633333333333,18.6
50,0,20.6,37.59,18.6
50,0,20.6,37.59,18.533333333333296
40,0,20.6,37.59,18.533333333333296
50,0,20.5,37.59,18.5
50,0,20.5,37.59,18.5
50,0,20.5,37.59,18.463333333333296
50,0,20.426666666666698,37.53,18.39
40,0,20.39,37.5,18.39
40,0,20.39,37.5,18.323333333333295
30,0,20.39,37.5,18.29
20,0,20.39,37.5,18.29
30,0,20.34,37.5,18.29
70,10,20.29,37.53,18.2
80,0,20.29,37.7966666666667,18.2
60,10,20.29,38.09666666666671,18.2
40,0,20.29,38.49,18.2
40,0,20.29,38.5,18.2
80,0,20.29,38.433333333333294,18.1333333333333
210,0,20.23,38.39,18.1
260,0,20.29,38.6633333333333,18.1666666666667
180,0,20.29,38.6333333333333,18.1333333333333
80,0,20.23,38.36,18.2
60,0,20.2,38.29,18.2
70,10,20.2,38.29,18.2
110,20,20.2,38.23,18.23
350,30,20.2,38.29,18.29
250,20,20.2,38.463333333333296,18.29
130,20,20.2,38.7966666666667,18.29
100,20,20.2,39.06666666666669,18.36
100,20,20.1333333333333,39.3333333333333,18.575
100,30,20.15,39.645,18.6666666666667
90,20,20.1,39.86,18.73
100,20,20.1,40.06,18.856666666666698
80,20,20.1,40.1566666666667,19.033333333333296
80,30,20.1,40.363333333333294,19.1666666666667
270,20,20.2,40.433333333333294,19.29
770,20,20.2,40.5,19.29
540,30,20.2,40.6266666666667,19.39
360,20,20.26,40.8333333333333,19.463333333333296
300,20,20.26,41.0,19.5
270,30,20.26,41.1333333333333,19.566666666666695
250,20,20.39,41.4,19.6
230,20,20.39,41.3266666666667,19.6
210,20,20.39,41.3,19.6
160,30,20.463333333333296,40.9,19.6666666666667
70,20,20.6333333333333,40.99666666666669,19.73
80,20,20.7,40.33,19.79
350,20,20.7,39.7966666666667,19.76
710,30,20.7,39.53,19.7
450,20,20.79,38.93,19.745
350,20,20.865,38.5425,19.823333333333295
280,20,20.89,38.06666666666669,19.89
300,20,21.0,38.5566666666667,19.865
250,20,21.0,39.09,19.823333333333295
230,30,21.0,39.16,19.79
110,20,21.0,38.6333333333333,19.79
60,20,21.0,38.4,19.79
60,30,21.0,38.26,19.79
300,20,21.0,38.02666666666669,19.76
290,20,20.926666666666698,38.1,19.7
250,20,20.963333333333296,38.6566666666667,19.6
230,20,20.963333333333296,38.99,19.6
220,20,21.0,39.5,19.5
130,30,21.0,39.8333333333333,19.5
80,0,21.033333333333296,40.03,19.533333333333296
80,0,21.1,40.09,19.6
80,0,21.066666666666695,39.9666666666667,19.566666666666695
70,0,21.0,39.8266666666667,19.5
80,0,21.0,39.76,19.445
70,10,21.0,39.595,19.39
80,0,21.0,39.2266666666667,19.323333333333295
90,0,20.89,39.0,19.29
90,0,20.89,39.0,19.29
80,0,20.89,38.863333333333294,19.26
80,0,20.89,38.73,19.2
80,0,20.856666666666698,38.723333333333294,19.2
100,0,20.79,38.53,19.2
90,0,20.823333333333295,38.5,19.2
100,20,20.823333333333295,38.1666666666667,19.2
110,30,20.79,37.76,19.2
720,20,20.856666666666698,37.76,19.26
530,20,20.926666666666698,39.02666666666669,19.323333333333295
100,10,21.066666666666695,45.7666666666667,19.463333333333296
100,10,21.2,47.96,19.6333333333333
90,10,21.26,45.7,19.7
90,0,21.39,43.86,19.823333333333295
100,0,21.39,42.393333333333295,19.963333333333296
130,0,21.5,41.3333333333333,20.15
120,0,21.5,40.6666666666667,20.23
120,0,21.55,39.995,20.29
130,40,21.6,39.52666666666669,20.323333333333295
130,20,21.6,39.1933333333333,20.463333333333296
130,20,21.73,38.93,20.5
160,30,21.79,38.6566666666667,20.566666666666695
90,20,21.79,38.4666666666667,20.6333333333333
100,20,21.79,38.2666666666667,20.7
90,20,21.89,38.09,20.7
60,30,21.89,38.223333333333294,20.7
70,20,22.0,38.4,20.7
50,20,22.0,38.3266666666667,20.7
70,20,22.066666666666695,38.3333333333333,20.79
80,20,22.0,38.1266666666667,20.73
70,20,22.0,38.09,20.7
70,30,22.0,38.03,20.7
60,20,22.0,37.9666666666667,20.6
60,20,22.0,37.9,20.6
70,20,21.89,37.933333333333294,20.566666666666695
60,30,21.89,38.06,20.4175
60,20,21.84,38.145,20.323333333333295
60,30,21.79,38.29,20.26
60,20,21.79,38.363333333333294,20.2
60,20,21.7,38.5,20.066666666666695
60,20,21.7,38.56,20.0
40,0,21.6,38.6266666666667,19.963333333333296
30,0,21.6,38.76,19.89
30,0,21.5,39.09,19.79
30,0,21.5,39.1633333333333,19.73
40,10,21.39,39.2,19.7
50,0,21.39,39.2,19.6333333333333
50,0,21.356666666666698,39.29,19.6
40,0,21.29,39.29,19.533333333333296
60,0,21.29,39.2,19.5
50,0,21.23,39.2,19.5
50,0,21.2,39.1633333333333,19.39
50,0,21.1333333333333,39.09,19.323333333333295
40,0,21.1,39.09,19.29
40,10,21.1,39.09,19.2225
40,0,21.0,39.0,19.2
40,0,21.0,39.045,19.1
50,0,20.926666666666698,39.06,19.1
50,0,20.89,39.09,19.066666666666695
30,0,20.89,39.09,19.0
30,0,20.79,39.0,19.0
20,0,20.79,39.0,18.926666666666698
40,0,20.76,39.0,18.963333333333296
40,10,20.7,39.0,18.823333333333295
60,0,20.7,39.0,18.79
40,0,20.7,39.06,18.79
50,0,20.6,39.0,18.79
60,0,20.6,39.0,18.73
50,0,20.6,38.9666666666667,18.7
40,0,20.533333333333296,38.9666666666667,18.7
40,0,20.5,39.0,18.6
50,0,20.5,39.0,18.6
50,10,20.463333333333296,38.9666666666667,18.6
40,0,20.463333333333296,38.9666666666667,18.575
50,0,20.39,38.9,18.566666666666695
50,0,20.39,38.9,18.5
50,0,20.323333333333295,38.9,18.5
50,0,20.29,38.933333333333294,18.426666666666698
10,0,20.29,38.933333333333294,18.5
20,0,20.29,39.0,18.39
30,0,20.29,39.0,18.39
40,0,20.2,38.9,18.356666666666698
60,0,20.26,38.9666666666667,18.356666666666698
50,0,20.2,38.9,18.29
70,10,20.2,38.9,18.29
70,0,20.2,39.03,18.26
40,10,20.2,39.363333333333294,18.2
40,0,20.2,39.463333333333296,18.2
50,0,20.2,39.59,18.2
40,0,20.1666666666667,39.6566666666667,18.2
40,0,20.1,39.73,18.2
80,0,20.1,39.6633333333333,18.2
60,0,20.1,39.6633333333333,18.2
300,0,20.1,39.73,18.2
70,0,20.1,39.5925,18.2
360,10,20.1,39.4,18.2
170,0,20.1,39.29,18.23
330,0,20.1,39.1566666666667,18.23
210,0,20.0,38.9666666666667,18.29
310,0,20.0,38.9,18.356666666666698
350,0,20.033333333333296,38.8266666666667,18.426666666666698
140,0,20.033333333333296,38.7666666666667,18.5
90,0,20.0,38.4,18.5
400,0,20.066666666666695,38.26,18.5
230,0,20.033333333333296,38.1266666666667,18.5
60,0,20.1,38.2,18.5
70,0,20.1,38.06,18.533333333333296
80,0,20.1,38.06,18.6
70,0,20.1,37.863333333333294,18.566666666666695
60,0,20.1,37.73,18.566666666666695
50,0,20.1333333333333,37.7,18.6
30,0,20.1333333333333,37.6266666666667,18.675
40,0,20.1333333333333,37.4666666666667,18.7
50,0,20.2,37.4,18.7
390,0,20.2,37.245,18.76
410,0,20.2,37.3,18.79
630,0,20.2,37.433333333333294,18.79
450,0,20.323333333333295,38.83,18.823333333333295
420,0,20.463333333333296,41.63,18.89
370,0,20.533333333333296,41.23,19.0
170,0,20.6,41.23,19.066666666666695
70,0,20.7,41.3333333333333,19.1333333333333
60,0,20.76,40.92666666666669,19.2
60,0,20.823333333333295,40.2966666666667,19.2
70,0,20.89,39.83,19.2
70,0,20.89,39.2966666666667,19.23
60,0,20.89,38.963333333333296,19.29
70,0,20.89,38.52666666666669,19.29
60,0,20.89,38.2666666666667,19.356666666666698
40,0,20.89,37.93,19.39
40,0,20.89,37.73,19.4175
130,0,20.89,37.43,19.5
40,0,20.89,37.23,19.426666666666698
50,0,20.89,36.995,19.5
50,0,20.79,36.6633333333333,19.463333333333296
60,0,20.79,36.463333333333296,19.39
40,0,20.79,36.26,19.356666666666698
50,0,20.79,36.1266666666667,19.29
40,0,20.7,36.09,19.26
50,0,20.7,36.03,19.2
40,0,20.7,35.863333333333294,19.2
50,0,20.7,35.79,19.2
60,0,20.6666666666667,35.6333333333333,19.2
50,0,20.6,35.5,19.2
50,0,20.6,35.4,19.1666666666667
40,0,20.6,35.3266666666667,19.1
30,0,20.5,35.20000000000001,19.0
40,0,20.5,35.20000000000001,19.0
60,0,20.5,35.29,19.0
80,0,20.426666666666698,35.23,18.9175
100,0,20.39,35.20000000000001,18.89
110,0,20.39,35.26,18.823333333333295
100,0,20.445,35.6,18.89
90,0,20.39,35.73,18.89
110,0,20.39,35.79,18.963333333333296
310,0,20.39,35.70000000000001,19.0
200,0,20.463333333333296,36.42666666666669,19.066666666666695
210,10,20.533333333333296,38.7633333333333,19.2
90,10,20.6666666666667,39.8966666666667,19.26
90,0,20.7,39.73,19.323333333333295
100,10,20.76,40.1233333333333,19.39
100,10,20.79,39.3,19.5
80,10,20.79,38.6333333333333,19.566666666666695
90,20,20.89,38.1933333333333,19.6333333333333
130,40,20.89,37.8,19.7
80,30,20.926666666666698,37.56,19.73
90,20,21.0,37.56,19.79
100,0,21.033333333333296,37.6266666666667,19.89
150,0,21.1,37.6266666666667,19.9175
100,10,21.1,37.43,20.0
100,0,21.1666666666667,37.23,20.033333333333296
100,0,21.2,37.0,20.1
100,0,21.2675,37.0,20.1
80,0,21.29,37.0,20.1
90,0,21.29,36.9,20.1
50,10,21.29,36.8266666666667,20.1
50,10,21.29,36.7,20.1
50,0,21.29,36.7,20.033333333333296
50,0,21.29,36.59,19.963333333333296
40,0,21.23,36.59,19.89
40,0,21.2,36.7,19.856666666666698
40,0,21.2,36.76,19.79
20,0,21.1,36.933333333333294,19.7
20,0,21.1,37.06,19.6333333333333
30,0,21.1,37.36,19.566666666666695
60,0,21.033333333333296,37.5,19.5
50,0,21.0,37.4,19.39
50,0,21.0,37.4,19.39
40,0,20.963333333333296,37.363333333333294,19.29
40,0,20.89,37.29,19.26
50,0,20.856666666666698,37.223333333333294,19.2
50,0,20.79,37.0675,19.1
40,0,20.79,37.0,19.1
60,0,20.7,36.9,19.0
50,0,20.7,36.9,19.0
50,0,20.6666666666667,36.863333333333294,18.89
40,0,20.6,36.79,18.823333333333295
40,0,20.6,36.79,18.79
30,0,20.6,36.73,18.79
30,0,20.5,36.7,18.76
20,0,20.5,36.7,18.7
40,0,20.5,36.7,18.6666666666667
50,0,20.5,36.7,18.6
50,0,20.39,36.6266666666667,18.6
40,0,20.39,36.6266666666667,18.6
40,0,20.356666666666698,36.7,18.5
50,0,20.29,36.7,18.5
40,0,20.29,36.7,18.39
40,0,20.23,36.6266666666667,18.39
50,0,20.2,36.59,18.39
60,0,20.2,36.59,18.29
50,0,20.1,36.59,18.29
40,0,20.1,36.59,18.2
50,0,20.1,36.59,18.2
40,0,20.066666666666695,36.59,18.2
20,0,20.0,36.59,18.1333333333333
30,0,20.0,36.59,18.1
30,0,20.0,36.59,18.1
40,0,19.963333333333296,36.59,18.066666666666695
60,0,19.89,36.59,18.0
50,0,19.89,36.59,18.0
40,0,19.89,36.59,18.0
50,0,19.89,36.59,17.963333333333303
40,0,19.89,36.59,17.89
40,0,19.79,36.5,17.89
40,0,19.79,36.56,17.823333333333302
50,0,19.79,36.56,17.79
60,0,19.73,36.5,17.79
50,0,19.7,36.53,17.79
50,0,19.7,36.59,17.760000000000005
40,0,19.7,36.59,17.7
40,0,19.6666666666667,36.56,17.7
40,0,19.6666666666667,36.6333333333333,17.7
30,0,19.6,36.53,17.6
40,20,19.6,36.6633333333333,17.6666666666667
60,20,19.6,36.963333333333296,17.6333333333333
70,20,19.6666666666667,37.1633333333333,17.7
70,30,19.6,37.06,17.7
60,10,19.6,37.1333333333333,17.760000000000005
60,0,19.6,37.2666666666667,17.79
90,0,19.6666666666667,37.6,17.856666666666698
40,0,19.6333333333333,37.8,17.926666666666698
60,0,19.7,38.1333333333333,18.0
70,10,19.73,41.3333333333333,18.1333333333333
310,0,19.79,40.4666666666667,18.2925
290,0,19.79,39.93,18.463333333333296
60,0,19.79,39.73,18.6333333333333
50,0,19.79,39.52666666666669,18.76
60,0,19.79,39.3266666666667,18.823333333333295
50,10,19.79,39.1,18.89
130,0,19.79,38.76,19.033333333333296
380,0,19.79,38.6266666666667,19.1
320,0,19.79,38.6266666666667,19.1
130,0,19.79,38.7,19.1
110,0,19.823333333333295,38.79,19.1
100,0,19.89,38.79,19.1
100,0,19.89,38.79,19.15
100,10,19.89,38.73,19.2
110,0,19.89,38.56,19.2
100,0,19.963333333333296,38.5,19.2
90,0,20.0,38.1333333333333,19.2
100,0,20.066666666666695,37.933333333333294,19.23
100,0,20.1,37.6633333333333,19.29
70,0,20.1666666666667,37.53,19.29
70,0,20.23,37.433333333333294,19.29
70,10,20.29,37.6333333333333,19.29
50,0,20.323333333333295,37.6266666666667,19.39
120,0,20.39,37.76,19.39
480,0,20.39,37.395,19.39
330,0,20.5,37.0633333333333,19.39
290,10,20.5,36.93,19.426666666666698
260,0,20.533333333333296,37.36,19.5
220,0,20.6,37.5,19.5
190,0,20.7,37.73,19.5
70,0,20.76,37.79,19.5
70,0,20.79,37.76,19.566666666666695
60,0,20.856666666666698,37.6266666666667,19.6
60,0,20.89,37.43,19.6
80,0,20.89,37.1566666666667,19.6
60,10,20.926666666666698,36.6933333333333,19.6
60,0,21.0,36.36,19.7
60,0,20.963333333333296,36.1633333333333,19.7
60,0,20.963333333333296,36.03,19.7
70,0,21.0,35.863333333333294,19.7225
40,0,21.0,35.73,19.79
40,0,21.0,35.59000000000001,19.79
50,0,21.0,35.53,19.79
60,0,21.033333333333296,35.4,19.79
60,0,21.025,35.175,19.79
60,0,21.0,34.7666666666667,19.76
70,0,21.0,34.6266666666667,19.7
60,10,21.0,34.76,19.6666666666667
80,0,20.963333333333296,34.2233333333333,19.533333333333296
80,0,20.89,34.2233333333333,19.5
90,10,20.89,34.89,19.5
100,0,20.89,35.03,19.463333333333296
90,10,20.856666666666698,34.8266666666667,19.39
100,0,20.79,34.9,19.39
90,10,20.79,35.3266666666667,19.39
90,10,20.856666666666698,35.1933333333333,19.426666666666698
80,10,20.89,35.42666666666669,19.566666666666695
80,10,20.963333333333296,35.96,19.6
80,0,21.033333333333296,35.9666666666667,19.675
80,0,21.1,35.7666666666667,19.76
140,10,21.1333333333333,35.5,19.79
110,10,21.2,35.5,19.856666666666698
100,0,21.29,35.29,19.89
110,10,21.315,35.2675,19.963333333333296
100,0,21.39,35.1266666666667,20.1
100,0,21.426666666666698,35.1266666666667,20.1
110,0,21.5,35.1266666666667,20.23
110,0,21.6,35.09,20.29
110,0,21.6,35.03,20.29
110,0,21.7,35.0,20.356666666666698
100,0,21.7,35.0,20.39
100,0,21.7,35.0,20.39
100,0,21.7,35.0,20.39
90,0,21.7,34.9,20.39
90,10,21.7,34.8266666666667,20.39
50,10,21.7,34.9,20.39
60,10,21.6333333333333,34.8266666666667,20.29
50,0,21.6,34.76,20.2225
60,0,21.6,34.7,20.1333333333333
80,0,21.5,34.73,20.066666666666695
80,0,21.5,34.8633333333333,20.0
80,0,21.5,35.0,19.89
70,0,21.426666666666698,35.0,19.823333333333295
80,10,21.39,35.045,19.76
70,0,21.356666666666698,35.1266666666667,19.7
60,0,21.29,35.20000000000001,19.6666666666667
50,0,21.29,35.29,19.533333333333296
60,0,21.23,35.23,19.5
50,0,21.2,35.20000000000001,19.426666666666698
40,0,21.1333333333333,35.20000000000001,19.39
60,0,21.1,35.20000000000001,19.323333333333295
30,0,21.1,35.20000000000001,19.26
40,0,21.0,35.09,19.2
30,0,21.0,35.09,19.1666666666667
40,0,20.89,35.06,19.1
50,0,20.89,35.06,19.066666666666695
60,0,20.89,35.09,19.0
50,0,20.823333333333295,35.03,18.89
50,0,20.79,35.0,18.856666666666698
60,0,20.73,35.0,18.79
50,0,20.7,35.0,18.79
60,0,20.7,35.0,18.79
60,0,20.6,35.0,18.7
40,0,20.6,35.0,18.7
50,0,20.6,35.0,18.6
50,0,20.5,35.0,18.6
50,0,20.5,35.06,18.6
40,0,20.5,35.09,18.533333333333296
30,0,20.5,35.09,18.463333333333296
30,0,20.39,35.09,18.463333333333296
40,0,20.323333333333295,35.09,18.39
50,0,20.356666666666698,35.09,18.39
50,0,20.29,35.1633333333333,18.29
40,0,20.26,35.1633333333333,18.29
50,0,20.2,35.09,18.29
50,0,20.2,35.1266666666667,18.29
60,0,20.2,35.20000000000001,18.2
70,0,20.1666666666667,35.20000000000001,18.2
50,0,20.1,35.20000000000001,18.2
50,0,20.1,35.20000000000001,18.1
60,0,20.1,35.1266666666667,18.1
40,0,20.066666666666695,35.1633333333333,18.066666666666695
50,0,20.0,35.09,18.0
30,0,20.0,35.09,18.0
40,0,20.0,35.09,18.0
40,0,20.0,35.09,18.0
50,0,19.89,35.09,17.926666666666698
50,0,19.89,35.09,17.89
50,0,19.89,35.09,17.89
50,0,19.823333333333295,35.03,17.856666666666698
50,0,19.856666666666698,35.0,17.79
50,0,19.79,35.0,17.79
60,0,19.79,35.0,17.79
50,0,19.79,35.0,17.73
90,0,19.79,35.0,17.73
70,0,19.73,35.2666666666667,17.79
90,0,19.7,35.73,17.79
50,0,19.7,35.99,17.79
30,10,19.79,35.9,17.89
30,10,19.79,35.9,17.89
50,10,19.79,35.9666666666667,18.0
70,10,19.79,35.75,18.0
90,0,19.79,35.56666666666669,18.1
150,0,19.79,35.43333333333331,18.1666666666667
70,0,19.73,36.2266666666667,18.23
50,0,19.79,36.7,18.29
50,0,19.73,36.1666666666667,18.39
50,0,19.7,35.723333333333294,18.463333333333296
50,0,19.7,35.53,18.533333333333296
60,0,19.7,35.4,18.726666666666695
50,0,19.76,35.4,18.926666666666698
60,0,19.79,35.363333333333294,19.066666666666695
30,0,19.79,35.29,19.1
30,0,19.79,35.3266666666667,19.1666666666667
30,0,19.856666666666698,35.4666666666667,19.29
30,0,19.89,35.5,19.39
50,0,19.89,35.56,19.39
60,0,19.926666666666698,35.56,19.426666666666698
60,0,20.0,35.43333333333331,19.5
50,0,20.033333333333296,35.29,19.5
