Appliances,lights,T1
70,10,19.76
50,10,19.79
60,10,19.856666666666698
50,10,19.89
50,10,19.963333333333296
50,20,20.1
530,10,20.1666666666667
370,10,20.26
300,10,20.26
290,10,20.29
270,10,20.365
240,10,20.39
220,20,20.426666666666698
150,0,20.5
60,0,20.533333333333296
310,0,20.6
340,0,20.7
100,0,20.7
60,0,20.7
60,0,20.7
70,0,20.7
60,0,20.7
60,0,20.73
50,0,20.79
50,0,20.76
40,0,20.7
30,0,20.7
30,0,20.7
30,0,20.79
50,0,20.79
40,0,20.79
50,0,20.79
40,0,20.79
40,0,20.76
60,10,20.7
80,0,20.7
110,20,20.7
110,30,20.6
100,20,20.6
140,20,20.6333333333333
310,20,20.7
290,20,20.79
250,10,20.856666666666698
310,40,20.926666666666698
110,10,21.0
110,20,21.1
370,0,21.1666666666667
140,30,21.29
440,30,21.29
150,30,21.34
260,20,21.39
290,30,21.39
110,20,21.5
100,30,21.5
100,30,21.566666666666695
90,20,21.566666666666695
360,30,21.6
270,30,21.6
70,30,21.6
90,20,21.6
100,30,21.7
100,30,21.7
90,30,21.73
70,30,21.73
70,30,21.7
80,20,21.7
50,30,21.7
60,30,21.6333333333333
50,30,21.6666666666667
50,30,21.6
50,30,21.533333333333296
40,30,21.5
60,30,21.5
60,30,21.463333333333296
60,30,21.39
60,20,21.39
60,30,21.39
60,30,21.29
60,30,21.29
50,10,21.29
50,10,21.23
30,0,21.2
30,10,21.1333333333333
30,10,21.1
20,0,21.1
60,10,21.066666666666695
50,10,21.0
50,0,21.0
40,10,20.926666666666698
40,10,20.89
50,0,20.856666666666698
50,10,20.79
40,10,20.79
60,0,20.73
40,10,20.7
40,0,20.7
20,10,20.6
20,10,20.6
40,0,20.6
50,10,20.533333333333296
40,0,20.5
60,10,20.5
60,10,20.5
50,0,20.426666666666698
40,10,20.39
50,0,20.39
40,10,20.29
40,10,20.29
30,0,20.29
20,10,20.2
40,0,20.2
40,10,20.1666666666667
50,10,20.1
50,0,20.1
40,10,20.1
40,0,20.0
50,20,20.0
50,10,19.963333333333296
60,40,19.963333333333296
60,20,19.926666666666698
40,0,19.926666666666698
40,0,19.89
40,0,19.823333333333295
50,0,19.79
60,0,19.79
520,0,19.79
690,0,19.79
420,0,19.7
310,0,19.7
270,0,19.7
230,0,19.7
230,0,19.7
150,0,19.7
70,10,19.7
100,0,19.79
390,0,19.79
270,10,19.79
280,0,19.79
260,0,19.89
240,10,19.89
260,0,20.0
190,0,20.066666666666695
120,0,20.033333333333296
70,0,20.1666666666667
50,0,20.23
70,0,20.29
40,0,20.29
40,0,20.315
40,0,20.39
60,0,20.533333333333296
80,0,20.6
170,0,20.73
70,0,20.856666666666698
60,0,20.926666666666698
70,0,21.066666666666695
60,0,21.1
70,0,21.1666666666667
80,0,21.2
70,0,21.2
70,0,21.29
70,0,21.29
30,0,21.39
30,0,21.463333333333296
30,0,21.533333333333296
110,0,21.6
50,0,21.7
60,0,21.7
50,0,21.76
50,0,21.79
50,0,21.79
40,0,21.79
50,0,21.79
50,10,21.79
50,0,21.79
60,0,21.79
40,0,21.79
50,0,21.79
50,0,21.79
50,0,21.76
60,0,21.73
40,0,21.7
70,0,21.7
70,0,21.6
90,0,21.575
90,0,21.5
100,0,21.5
180,0,21.5
390,10,21.5
370,20,21.5
120,20,21.6
100,10,21.6666666666667
120,30,21.73
120,30,21.79
100,20,21.89
90,20,21.89
90,20,22.0
80,20,22.0
120,30,22.0
110,20,22.0
140,20,22.033333333333296
120,20,22.1
110,30,22.1
100,10,22.1
110,0,22.1
80,0,22.1
90,0,22.1
90,0,22.1
70,0,22.1
70,0,22.1
50,0,22.033333333333296
40,10,22.0
50,0,22.0
50,0,21.963333333333296
60,0,21.89
60,0,21.856666666666698
60,0,21.856666666666698
60,0,21.79
60,0,21.79
60,0,21.76
60,0,21.7
40,0,21.6
50,0,21.6
40,0,21.55
50,0,21.5
70,0,21.426666666666698
60,0,21.39
60,0,21.323333333333295
60,0,21.29
50,0,21.29
70,0,21.2
60,0,21.2
60,0,21.1
70,0,21.1
60,0,21.066666666666695
40,0,21.0
40,0,21.0
30,0,20.926666666666698
60,0,20.89
60,0,20.823333333333295
70,0,20.79
70,0,20.79
50,0,20.7
70,0,20.7
50,0,20.7
60,0,20.6
60,0,20.6
60,0,20.566666666666695
70,0,20.5
40,0,20.5
40,0,20.5
40,0,20.39
50,0,20.39
60,0,20.39
60,0,20.39
60,0,20.29
60,0,20.29
70,0,20.26
50,0,20.2
70,0,20.2
50,0,20.2
70,10,20.1666666666667
60,30,20.1
50,20,20.1
60,10,20.0
70,10,20.0
60,0,20.0
60,0,20.0
60,0,20.0
60,10,19.926666666666698
60,0,19.963333333333296
50,0,19.963333333333296
50,10,19.89
60,0,19.89
80,0,19.856666666666698
80,0,19.79
30,10,19.79
80,0,19.79
20,0,19.76
100,0,19.7
50,0,19.7
100,0,19.7
80,0,19.7
60,0,19.7
80,10,19.7
90,0,19.7
70,0,19.76
50,0,19.79
60,0,19.856666666666698
120,0,20.0
40,10,20.0
90,0,20.1
50,0,20.1
30,10,20.1
60,0,20.1
40,0,20.2
50,0,20.2
60,0,20.29
50,0,20.29
60,0,20.39
80,10,20.463333333333296
100,0,20.5
100,0,20.6
90,0,20.6
100,0,20.6333333333333
100,0,20.7
50,0,20.79
50,0,20.856666666666698
40,0,20.926666666666698
50,0,21.0
60,0,21.0
50,0,21.0
60,0,21.1
60,0,21.1
60,0,21.0
60,0,21.0
50,0,21.0
70,0,21.0
90,0,20.89
100,0,20.89
100,0,20.84
100,0,20.79
80,0,20.79
70,0,20.76
70,0,20.7
70,0,20.7
80,0,20.7
90,0,20.7
90,0,20.7
90,0,20.7
90,0,20.7
100,0,20.73
90,0,20.79
100,0,20.823333333333295
180,10,20.963333333333296
100,10,21.033333333333296
80,0,21.1
80,0,21.1333333333333
60,0,21.26
70,0,21.29
60,0,21.365
80,0,21.39
70,10,21.39
100,0,21.463333333333296
90,0,21.39
130,0,21.39
100,10,21.323333333333295
100,0,21.323333333333295
90,0,21.39
90,0,21.39
60,0,21.356666666666698
60,0,21.29
60,0,21.29
60,10,21.29
70,0,21.29
30,10,21.23
40,0,21.2
50,0,21.2
40,0,21.1666666666667
50,0,21.1
60,0,21.1
50,0,21.1
60,0,21.033333333333296
60,0,21.0
60,0,20.926666666666698
50,0,20.89
50,0,20.89
40,0,20.856666666666698
30,0,20.79
30,0,20.79
60,0,20.73
60,0,20.7
60,0,20.7
50,0,20.6
50,0,20.6
60,0,20.6
50,0,20.533333333333296
50,0,20.5
60,0,20.5
50,0,20.426666666666698
60,0,20.39
40,0,20.39
40,0,20.356666666666698
30,0,20.29
30,0,20.26
50,0,20.2
50,0,20.2
60,0,20.1333333333333
70,0,20.1
50,0,20.1
50,0,20.066666666666695
50,0,20.0
60,0,20.0
50,0,20.0
60,0,19.926666666666698
60,0,19.926666666666698
40,0,19.89
40,0,19.89
30,0,19.79
30,0,19.79
60,0,19.79
50,0,19.76
60,0,19.7
50,0,19.7
60,0,19.7
60,10,19.6666666666667
50,10,19.6666666666667
80,0,19.6666666666667
70,10,19.6
50,0,19.6
30,0,19.6
40,0,19.6
40,20,19.6
50,20,19.6
60,10,19.6
50,0,19.5
170,0,19.5
270,0,19.5
70,0,19.5
90,30,19.5
90,20,19.5
260,20,19.5
150,20,19.5
80,30,19.5
60,20,19.5
60,20,19.566666666666695
70,20,19.6
50,20,19.6
130,30,19.7
540,20,19.7
510,20,19.7
200,20,19.76
200,30,19.823333333333295
180,20,19.963333333333296
190,20,20.0
100,20,20.066666666666695
240,20,20.1
140,20,20.1333333333333
100,30,20.2
90,20,20.29
70,20,20.29
70,30,20.29
60,20,20.29
60,20,20.39
70,0,20.323333333333295
50,0,20.39
50,0,20.39
50,0,20.39
40,0,20.463333333333296
50,0,20.5
40,0,20.5
20,0,20.5
40,0,20.426666666666698
20,0,20.39
40,0,20.39
50,0,20.39
40,0,20.29
50,0,20.29
50,0,20.26
40,0,20.2
50,0,20.2
50,0,20.1333333333333
80,10,20.066666666666695
90,0,20.0
80,0,20.0
100,0,20.0
100,0,20.0
80,0,20.0
80,0,19.89
70,0,19.89
70,0,19.89
80,0,19.89
90,0,20.0
80,0,20.0
160,0,20.033333333333296
440,0,20.1
230,0,20.1
260,0,20.1333333333333
180,10,20.26
100,10,20.323333333333295
90,0,20.463333333333296
90,0,20.5
90,0,20.5
80,10,20.533333333333296
70,10,20.6
70,30,20.6333333333333
70,20,20.6333333333333
100,20,20.6
90,10,20.6666666666667
80,10,20.73
80,0,20.856666666666698
90,0,20.926666666666698
80,0,21.066666666666695
90,10,21.1
90,0,21.175
80,0,21.26
80,0,21.29
80,10,21.356666666666698
60,0,21.323333333333295
40,20,21.39
30,20,21.39
30,0,21.39
60,0,21.39
50,0,21.323333333333295
40,0,21.29
50,0,21.29
50,0,21.29
40,0,21.29
50,10,21.2
50,0,21.2
60,0,21.1
50,0,21.1
20,0,21.1
30,0,21.033333333333296
20,0,21.0
40,0,21.0
50,0,20.926666666666698
50,10,20.89
50,0,20.89
50,0,20.79
50,0,20.79
40,0,20.76
50,0,20.7
40,0,20.7
40,0,20.7
50,0,20.6
40,10,20.6
30,0,20.5
30,0,20.5
30,0,20.5
50,0,20.426666666666698
40,0,20.39
50,0,20.39
50,0,20.39
50,0,20.29
60,10,20.29
40,0,20.2
50,0,20.2
40,0,20.2
50,0,20.1333333333333
40,0,20.1
20,0,20.1
40,0,20.066666666666695
30,0,20.066666666666695
40,0,20.0
40,0,20.0
50,0,19.89
40,0,19.89
50,0,19.89
50,10,19.89
50,0,19.856666666666698
60,20,19.79
100,10,19.79
40,0,19.73
40,10,19.73
30,0,19.7
40,0,19.7
30,0,19.7
50,0,19.7
60,10,19.7
200,0,19.7
340,0,19.6666666666667
150,0,19.6666666666667
120,0,19.6333333333333
70,0,19.6333333333333
70,0,19.6
90,0,19.6
70,10,19.6
80,0,19.6
170,0,19.6
700,0,19.6
580,0,19.6
320,10,19.6
280,10,19.6
260,10,19.6
350,0,19.6
390,0,19.6
270,0,19.6
320,0,19.7
480,0,19.7
610,0,19.893333333333295
610,0,20.1
390,0,20.2
340,0,20.26
240,0,20.323333333333295
260,0,20.39
210,0,20.39
140,0,20.39
70,0,20.39
50,0,20.39
50,0,20.5
110,0,20.5
350,0,20.5
210,0,20.533333333333296
50,0,20.6
60,0,20.6333333333333
60,0,20.7
50,0,20.73
330,0,20.79
380,0,20.823333333333295
280,0,20.89
240,0,20.926666666666698
220,0,21.0
190,0,21.0
200,0,21.0
120,0,21.0
50,0,21.0
50,0,21.0
60,0,21.0
40,0,21.0
50,0,21.0
90,0,21.0
410,0,20.963333333333296
320,0,20.89
310,0,20.89
280,0,20.823333333333295
250,0,20.89
180,0,20.823333333333295
110,0,20.79
90,20,20.79
90,30,20.79
40,0,20.79
30,0,20.79
50,0,20.73
50,0,20.7
50,0,20.7
50,0,20.6
40,0,20.6
40,0,20.566666666666695
50,0,20.5
40,0,20.5
50,0,20.39
50,0,20.39
50,0,20.356666666666698
40,0,20.29
40,0,20.29
30,0,20.23
20,0,20.2
30,0,20.2
50,0,20.1333333333333
50,0,20.1333333333333
50,0,20.066666666666695
40,0,20.0
40,0,20.0
50,0,19.926666666666698
50,0,19.963333333333296
30,0,19.89
50,0,19.89
50,0,19.823333333333295
50,0,19.79
40,10,19.79
30,0,19.79
20,0,19.7
30,0,19.7
50,0,19.7
50,0,19.7
50,0,19.6
60,0,19.6666666666667
50,0,19.6
40,0,19.6
40,0,19.6
50,0,19.6
40,0,19.566666666666695
50,0,19.5
50,0,19.5
60,0,19.5
40,0,19.5
30,0,19.5
20,0,19.445
30,0,19.39
20,0,19.39
50,0,19.39
50,0,19.39
50,0,19.39
60,0,19.323333333333295
40,0,19.29
50,0,19.29
50,0,19.29
40,0,19.29
50,0,19.29
50,0,19.23
50,0,19.2
50,0,19.2
40,0,19.2
30,0,19.2
20,0,19.1666666666667
30,0,19.1666666666667
40,10,19.2
50,0,19.1666666666667
50,0,19.1
50,0,19.1
50,0,19.1
50,0,19.1
40,0,19.1
50,0,19.1
40,0,19.1
50,0,19.0
50,0,19.0
50,0,19.0
40,0,19.0
30,0,19.0
30,0,19.0
10,0,19.0
40,0,18.926666666666698
80,0,18.89
50,0,18.963333333333296
60,0,19.0
40,0,19.1
50,10,19.1666666666667
40,10,19.23
50,0,19.29
40,10,19.426666666666698
270,0,19.566666666666695
150,0,19.6333333333333
360,0,19.76
540,0,19.96
280,0,20.1666666666667
150,0,20.426666666666698
110,0,20.566666666666695
280,0,20.73
420,0,20.79
180,0,20.926666666666698
100,0,21.0
80,0,21.033333333333296
90,0,21.1
70,0,21.15
90,0,21.23
70,0,21.29
320,0,21.29
590,0,21.29
320,0,21.39
310,0,21.53
310,0,21.7
300,0,21.7
270,0,21.73
250,0,21.856666666666698
220,0,21.926666666666698
110,0,22.0
90,0,22.1
80,0,22.033333333333296
80,0,22.1
80,0,22.1666666666667
70,0,22.1666666666667
70,0,22.1666666666667
50,0,22.2
60,0,22.2
60,10,22.2
80,10,22.2
80,0,22.2
90,0,22.29
90,0,22.356666666666698
90,0,22.426666666666698
80,0,22.566666666666695
90,0,22.6
90,0,22.6666666666667
100,0,22.7
100,0,22.7
90,0,22.73
100,10,22.79
80,0,22.79
140,0,22.79
440,0,22.823333333333295
340,0,22.89
170,0,22.926666666666698
100,0,23.0
120,0,23.0
200,0,23.0
300,0,23.0
100,10,23.0
80,0,23.0
70,10,23.0
70,0,23.0
80,0,22.963333333333296
140,10,22.89
110,20,22.856666666666698
90,20,22.79
100,20,22.79
90,20,22.73
90,30,22.7
100,20,22.6333333333333
90,20,22.6
110,20,22.6
90,30,22.5
60,20,22.5
60,20,22.39
60,20,22.39
60,30,22.323333333333295
50,20,22.29
50,20,22.23
70,20,22.2
50,20,22.1333333333333
40,20,22.066666666666695
30,20,22.0
30,20,22.0
40,0,21.926666666666698
50,0,21.89
50,0,21.823333333333295
50,0,21.79
50,0,21.79
70,0,21.7
40,0,21.7
50,0,21.6
50,0,21.6
40,0,21.6
40,0,21.6
50,0,21.533333333333296
60,0,21.5
50,0,21.5
40,0,21.463333333333296
50,0,21.39
40,0,21.39
20,0,21.39
20,0,21.39
40,0,21.323333333333295
50,0,21.29
60,0,21.29
50,0,21.29
40,0,21.29
40,0,21.26
50,0,21.2
50,0,21.2
50,0,21.2
50,0,21.1
50,0,21.1
50,0,21.1
40,0,21.1
50,0,21.1
40,0,21.0
40,0,21.0
50,0,21.0
60,0,21.0
30,0,21.0
30,0,21.0
20,0,20.963333333333296
40,0,20.89
50,0,20.89
40,0,20.89
50,0,20.89
40,0,20.823333333333295
50,0,20.79
60,0,20.79
50,0,20.79
40,0,20.79
40,0,20.79
50,0,20.7675
40,0,20.7
50,0,20.7
40,0,20.7
50,10,20.7
90,0,20.7
50,0,20.7
30,0,20.7
10,10,20.7
40,20,20.7
60,20,20.7
170,30,20.7
150,20,20.7
70,30,20.7
60,30,20.7
60,30,20.7
60,20,20.7
60,30,20.7
60,20,20.7
80,20,20.7
80,20,20.7
80,20,20.7
90,30,20.76
80,20,20.79
80,20,20.79
80,20,20.823333333333295
80,20,20.89
80,20,20.89
100,20,20.963333333333296
100,20,21.0
70,20,21.066666666666695
70,30,21.1
100,0,21.1
70,0,21.1
80,0,21.1
100,0,21.1
110,20,21.1666666666667
120,20,21.2
110,20,21.2675
110,20,21.356666666666698
100,20,21.39
90,20,21.39
110,30,21.463333333333296
100,20,21.463333333333296
110,20,21.426666666666698
110,20,21.5
100,20,21.5
110,20,21.566666666666695
110,20,21.5
100,20,21.5
80,30,21.5
60,20,21.5
50,20,21.5
190,20,21.5
180,20,21.5
110,20,21.5
110,30,21.5
100,20,21.566666666666695
100,20,21.55
100,20,21.6
100,20,21.6
200,30,21.6
500,20,21.6666666666667
340,20,21.73
120,0,21.856666666666698
160,10,22.0
320,0,22.0
240,0,22.033333333333296
340,20,22.1666666666667
140,20,22.2
400,20,22.26
230,20,22.29
140,30,22.29
100,20,22.323333333333295
70,20,22.39
80,30,22.39
310,20,22.463333333333296
410,20,22.5
80,20,22.5
90,30,22.5
100,20,22.5
90,20,22.5
90,30,22.39
70,20,22.39
60,30,22.39
60,20,22.39
60,20,22.39
60,20,22.39
60,30,22.323333333333295
60,20,22.39
60,20,22.29
50,30,22.29
60,20,22.26
60,20,22.2
40,30,22.2
40,20,22.1333333333333
40,20,22.1
50,20,22.033333333333296
70,30,22.1
60,20,22.0
70,20,22.0
60,30,21.963333333333296
60,10,21.89
50,10,21.89
60,0,21.823333333333295
60,0,21.79
60,0,21.79
60,0,21.79
50,0,21.73
50,10,21.7
60,0,21.7
50,0,21.7
60,0,21.6333333333333
60,0,21.6
60,0,21.6
60,0,21.6
50,0,21.6
60,0,21.6
40,0,21.5
50,0,21.5
20,0,21.5
40,0,21.5
50,0,21.39
50,0,21.39
70,0,21.39
50,0,21.39
50,0,21.39
50,0,21.39
50,0,21.29
50,0,21.29
60,0,21.29
70,0,21.29
50,0,21.29
60,0,21.29
50,0,21.2
50,0,21.2
50,0,21.2
60,10,21.175
50,0,21.1666666666667
50,10,21.2
60,10,21.2
70,0,21.1
50,0,21.1666666666667
50,0,21.2
30,0,21.2
50,10,21.1666666666667
140,0,21.1666666666667
130,0,21.1
50,10,21.1
50,0,21.1
80,0,21.1
330,0,21.1
230,0,21.1
70,0,21.0
40,10,21.0
40,10,21.0
70,0,21.0
60,0,21.0
80,10,21.0
50,10,21.0
40,0,21.0
50,10,21.0
360,0,20.963333333333296
390,0,20.963333333333296
300,0,20.89
260,0,20.89
270,0,21.0
230,0,21.0
340,0,21.0
230,0,21.0
100,0,21.1
90,0,21.1
90,0,21.1
110,0,21.1
100,0,21.033333333333296
130,0,21.1
120,0,21.1
60,0,21.1333333333333
40,0,21.2
40,0,21.2
30,0,21.1333333333333
50,0,21.1666666666667
50,0,21.1
60,0,21.1666666666667
50,0,21.1
50,0,21.1
50,0,21.1
50,0,21.1
60,0,21.1
70,0,21.1
70,0,21.1
60,0,21.066666666666695
50,0,21.066666666666695
50,0,21.0
40,0,21.066666666666695
40,0,21.0
40,0,21.0
30,0,21.0
30,0,21.0
40,0,21.0
80,0,20.89
150,0,20.89
390,10,20.89
240,0,20.89
240,20,20.926666666666698
230,40,21.0
240,30,21.0
240,30,21.066666666666695
190,20,21.1333333333333
100,10,21.26
120,10,21.566666666666695
120,20,21.7
110,20,21.7
120,20,21.7
160,40,21.6
120,30,21.6
140,30,21.6
110,30,21.7
110,30,21.7
120,20,21.7
310,20,21.7
110,30,21.7
110,20,21.76
110,20,21.79
100,30,21.79
70,20,21.79
90,20,21.79
70,20,21.79
60,30,21.79
70,20,21.79
50,20,21.79
60,20,21.79
60,20,21.79
80,20,21.76
90,30,21.745
70,20,21.7
50,20,21.7
40,20,21.7
50,20,21.6
60,20,21.6
60,30,21.6
80,20,21.533333333333296
70,20,21.5
70,20,21.426666666666698
70,20,21.39
70,30,21.39
60,20,21.39
60,10,21.39
60,10,21.29
60,0,21.29
60,0,21.26
60,0,21.2
50,0,21.2
50,0,21.2
60,0,21.1
40,0,21.1
30,0,21.1
50,0,21.066666666666695
40,0,21.0
70,0,21.0
60,0,21.0
60,0,21.0
50,0,21.0
60,0,20.89
50,0,20.89
60,0,20.89
50,0,20.89
60,0,20.79
70,0,20.79
60,0,20.79
60,0,20.79
50,0,20.79
50,0,20.73
60,0,20.7
50,0,20.7
60,0,20.7
40,0,20.7
40,0,20.7
40,0,20.6666666666667
50,0,20.6
50,0,20.6
60,0,20.6
40,10,20.6
80,0,20.6
50,0,20.6
50,0,20.6
50,0,20.6
40,10,20.6
90,0,20.6
50,0,20.6
60,0,20.6
60,0,20.6
70,0,20.6
50,0,20.6
30,0,20.6
280,0,20.566666666666695
70,0,20.566666666666695
390,0,20.5
80,0,20.566666666666695
250,0,20.6
220,0,20.6
70,0,20.6
80,0,20.533333333333296
70,0,20.6
70,0,20.6
400,0,20.6
180,0,20.6
60,0,20.6
60,0,20.6
60,0,20.7
40,0,20.7
50,0,20.73
40,0,20.79
190,0,20.79
50,0,21.0
60,0,21.0
170,0,21.2
180,0,21.26
190,0,21.323333333333295
160,0,21.39
180,0,21.426666666666698
40,10,21.5
40,10,21.5
70,20,21.5
60,30,21.5
60,20,21.5
60,20,21.463333333333296
40,20,21.39
50,20,21.39
40,30,21.39
60,20,21.39
60,20,21.323333333333295
90,30,21.29
340,20,21.29
220,20,21.356666666666698
70,30,21.39
60,20,21.39
50,20,21.39
50,20,21.39
50,30,21.29
50,10,21.29
60,10,21.2
50,0,21.2
50,10,21.1666666666667
40,20,21.1
40,30,21.1
80,20,21.033333333333296
280,20,21.0
390,20,21.0
290,20,21.0
300,30,21.0
210,10,21.0
90,0,21.1
110,10,21.2
110,10,21.2
120,10,21.2
130,20,21.23
120,0,21.29
80,0,21.29
90,0,21.29
90,0,21.39
240,20,21.39
90,10,21.5
80,30,21.566666666666695
90,20,21.6
90,20,21.6666666666667
110,20,21.7
90,10,21.7
80,10,21.73
90,0,21.79
90,0,21.79
80,0,21.79
50,10,21.79
50,0,21.79
50,0,21.79
50,0,21.79
50,0,21.79
60,0,21.76
60,0,21.7
50,0,21.7
50,0,21.7
40,0,21.6
50,0,21.6
50,0,21.566666666666695
50,0,21.5
50,0,21.5
50,0,21.426666666666698
50,0,21.39
50,0,21.39
50,0,21.29
40,0,21.29
40,0,21.2
50,0,21.175
50,0,21.1
50,0,21.1
50,0,21.1
30,0,21.0
50,0,21.0
40,0,20.963333333333296
50,0,20.89
40,0,20.823333333333295
50,0,20.823333333333295
50,0,20.79
60,0,20.73
50,0,20.7
50,0,20.7
40,0,20.7
50,0,20.7
40,0,20.6
60,0,20.6
50,0,20.6
50,0,20.575
50,0,20.5
50,0,20.5
40,0,20.5
50,0,20.39
40,0,20.39
50,0,20.39
40,0,20.39
40,0,20.323333333333295
30,0,20.323333333333295
30,0,20.29
40,0,20.29
50,0,20.23
40,10,20.23
70,0,20.2
90,0,20.2
50,0,20.2
60,10,20.2
40,0,20.2
80,0,20.2
50,0,20.15
40,0,20.2
40,0,20.2
40,0,20.2
40,10,20.1333333333333
40,0,20.1
70,0,20.1
90,10,20.1
60,0,20.1
80,0,20.1
90,0,20.1
50,0,20.0
60,0,20.0
80,0,20.0
50,10,20.0
60,0,20.0
60,0,20.066666666666695
50,0,20.1
30,0,20.1
40,0,20.1
70,0,20.175
80,0,20.2
120,0,20.29
40,10,20.29
70,0,20.323333333333295
40,0,20.39
50,0,20.5
50,0,20.5
50,10,20.5
50,0,20.5
50,0,20.6
140,0,20.6
60,0,20.6
240,0,20.6
200,0,20.6
230,0,20.6
90,0,20.6666666666667
190,0,20.6666666666667
90,0,20.7
90,0,20.7
80,0,20.76
80,0,20.79
230,0,20.79
420,0,20.79
150,0,20.79
80,0,20.79
90,0,20.856666666666698
110,0,20.89
100,0,20.963333333333296
100,0,21.0
100,0,21.066666666666695
80,0,21.1
70,0,21.1
80,0,21.1
70,0,21.1
80,0,21.1
90,0,21.1
80,0,21.1
80,0,21.1
80,0,21.1
90,0,21.1
100,0,21.1
90,10,21.1
110,10,21.1
120,10,21.1
100,30,21.1
190,30,21.1333333333333
100,10,21.26
100,10,21.323333333333295
90,10,21.39
70,0,21.39
90,0,21.463333333333296
80,10,21.5
110,0,21.566666666666695
120,10,21.6
120,20,21.6666666666667
160,20,21.73
120,30,21.79
110,20,21.79
120,20,21.823333333333295
110,20,21.89
110,20,21.926666666666698
110,20,22.0
90,30,22.0
110,20,22.0
90,20,22.0
70,20,22.0
80,30,22.066666666666695
80,20,22.0
70,20,22.0
90,20,21.926666666666698
90,20,21.89
60,20,21.89
60,30,21.79
50,20,21.79
70,20,21.79
60,20,21.73
70,20,21.7
60,30,21.625
60,20,21.6
50,0,21.566666666666695
50,10,21.5
20,0,21.5
30,0,21.426666666666698
20,0,21.39
40,0,21.39
60,0,21.29
50,0,21.29
50,0,21.26
40,0,21.2
40,0,21.1
40,0,21.1
50,0,21.066666666666695
50,0,21.0
60,0,21.0
50,0,20.926666666666698
50,0,20.89
40,0,20.815
30,0,20.79
30,0,20.79
20,0,20.79
40,0,20.7
50,0,20.7
50,0,20.7
50,0,20.7
50,0,20.6666666666667
50,0,20.6
50,0,20.6
40,0,20.6
50,0,20.5
50,0,20.5
50,0,20.5
50,0,20.426666666666698
40,0,20.39
40,0,20.39
30,0,20.39
20,0,20.39
30,0,20.34
70,10,20.29
80,0,20.29
60,10,20.29
40,0,20.29
40,0,20.29
80,0,20.29
210,0,20.23
260,0,20.29
180,0,20.29
80,0,20.23
60,0,20.2
70,10,20.2
110,20,20.2
350,30,20.2
250,20,20.2
130,20,20.2
100,20,20.2
100,20,20.1333333333333
100,30,20.15
90,20,20.1
100,20,20.1
80,20,20.1
80,30,20.1
270,20,20.2
770,20,20.2
540,30,20.2
360,20,20.26
300,20,20.26
270,30,20.26
250,20,20.39
230,20,20.39
210,20,20.39
160,30,20.463333333333296
70,20,20.6333333333333
80,20,20.7
350,20,20.7
710,30,20.7
450,20,20.79
350,20,20.865
280,20,20.89
300,20,21.0
250,20,21.0
230,30,21.0
110,20,21.0
60,20,21.0
60,30,21.0
300,20,21.0
290,20,20.926666666666698
250,20,20.963333333333296
230,20,20.963333333333296
220,20,21.0
130,30,21.0
80,0,21.033333333333296
80,0,21.1
80,0,21.066666666666695
70,0,21.0
80,0,21.0
70,10,21.0
80,0,21.0
90,0,20.89
90,0,20.89
80,0,20.89
80,0,20.89
80,0,20.856666666666698
100,0,20.79
90,0,20.823333333333295
100,20,20.823333333333295
110,30,20.79
720,20,20.856666666666698
530,20,20.926666666666698
100,10,21.066666666666695
100,10,21.2
90,10,21.26
90,0,21.39
100,0,21.39
130,0,21.5
120,0,21.5
120,0,21.55
130,40,21.6
130,20,21.6
130,20,21.73
160,30,21.79
90,20,21.79
100,20,21.79
90,20,21.89
60,30,21.89
70,20,22.0
50,20,22.0
70,20,22.066666666666695
80,20,22.0
70,20,22.0
70,30,22.0
60,20,22.0
60,20,22.0
70,20,21.89
60,30,21.89
60,20,21.84
60,30,21.79
60,20,21.79
60,20,21.7
60,20,21.7
40,0,21.6
30,0,21.6
30,0,21.5
30,0,21.5
40,10,21.39
50,0,21.39
50,0,21.356666666666698
40,0,21.29
60,0,21.29
50,0,21.23
50,0,21.2
50,0,21.1333333333333
40,0,21.1
40,10,21.1
40,0,21.0
40,0,21.0
50,0,20.926666666666698
50,0,20.89
30,0,20.89
30,0,20.79
20,0,20.79
40,0,20.76
40,10,20.7
60,0,20.7
40,0,20.7
50,0,20.6
60,0,20.6
50,0,20.6
40,0,20.533333333333296
40,0,20.5
50,0,20.5
50,10,20.463333333333296
40,0,20.463333333333296
50,0,20.39
50,0,20.39
50,0,20.323333333333295
50,0,20.29
10,0,20.29
20,0,20.29
30,0,20.29
40,0,20.2
60,0,20.26
50,0,20.2
70,10,20.2
70,0,20.2
40,10,20.2
40,0,20.2
50,0,20.2
40,0,20.1666666666667
40,0,20.1
80,0,20.1
60,0,20.1
300,0,20.1
70,0,20.1
360,10,20.1
170,0,20.1
330,0,20.1
210,0,20.0
310,0,20.0
350,0,20.033333333333296
140,0,20.033333333333296
90,0,20.0
400,0,20.066666666666695
230,0,20.033333333333296
60,0,20.1
70,0,20.1
80,0,20.1
70,0,20.1
60,0,20.1
50,0,20.1333333333333
30,0,20.1333333333333
40,0,20.1333333333333
50,0,20.2
390,0,20.2
410,0,20.2
630,0,20.2
450,0,20.323333333333295
420,0,20.463333333333296
370,0,20.533333333333296
170,0,20.6
70,0,20.7
60,0,20.76
60,0,20.823333333333295
70,0,20.89
70,0,20.89
60,0,20.89
70,0,20.89
