Appliances,lights,T1,RH_1
130,10,21.89,40.8266666666667
130,20,21.89,40.9666666666667
130,20,21.926666666666698,40.9666666666667
120,20,22.0,40.9
90,10,22.1,40.95
90,0,22.066666666666695,40.7633333333333
80,10,21.926666666666698,40.43
80,0,21.823333333333295,40.86
90,0,21.89,41.1333333333333
170,10,22.0,41.433333333333294
90,0,22.066666666666695,41.893333333333295
110,10,22.1,42.06
90,0,22.1,42.0
140,0,22.1,42.03
160,20,22.1,42.1633333333333
100,10,22.1666666666667,42.49666666666669
110,10,22.1666666666667,43.63
180,0,22.2,44.23
400,10,22.2,44.1566666666667
130,0,22.1666666666667,43.93
150,0,22.1,43.73
140,0,22.1,43.6633333333333
140,10,22.1,43.59
150,20,22.1,43.59
190,20,22.175,44.17
140,20,22.26,44.3633333333333
140,30,22.29,44.4566666666667
150,40,22.356666666666698,45.73
130,50,22.39,45.1
180,40,22.39,44.6933333333333
640,20,22.463333333333296,44.56
650,30,22.463333333333296,45.1
140,30,22.533333333333296,47.1966666666667
80,20,22.6,47.93
90,30,22.7,47.8633333333333
130,20,22.7,47.33
130,20,22.79,46.563333333333304
140,30,22.79,46.1566666666667
120,20,22.79,45.6933333333333
130,30,22.79,45.4333333333333
140,30,22.856666666666698,45.4
110,20,22.79,45.6666666666667
200,30,23.0,47.7933333333333
220,20,22.926666666666698,46.6666666666667
120,20,22.89,46.145
100,20,22.926666666666698,46.03
100,10,23.0,46.09
90,10,23.0,46.2
100,20,23.0,46.26
90,10,22.963333333333296,46.326666666666696
100,10,22.89,46.4
90,10,22.856666666666698,46.3333333333333
70,10,22.79,46.2
70,20,22.79,46.4666666666667
60,10,22.73,46.4
30,10,22.6666666666667,46.43
20,10,22.6,46.29
20,10,22.5,46.326666666666696
30,10,22.5,46.4
50,10,22.39,46.326666666666696
60,10,22.323333333333295,46.4
50,10,22.29,46.5
40,20,22.23,46.4333333333333
50,10,22.2,46.4333333333333
40,10,22.175,46.5225
50,10,22.1,46.59
40,20,22.1,46.73
50,10,22.033333333333296,46.79
60,10,22.0,47.0
50,10,22.0,47.06
40,10,21.89,47.09
50,10,21.89,47.09
40,10,21.856666666666698,47.06
40,10,21.79,47.0
50,20,21.79,47.0
50,10,21.79,47.0
40,10,21.7,46.9333333333333
30,10,21.7,46.9333333333333
20,10,21.7,47.0
40,10,21.6333333333333,46.9333333333333
40,10,21.6,46.9
50,20,21.6,46.9666666666667
40,10,21.6,47.0
50,10,21.575,47.0225
50,10,21.5,47.09
60,10,21.5,47.09
50,10,21.426666666666698,47.03
40,20,21.39,47.09
50,10,21.39,47.09
40,10,21.39,47.1266666666667
50,10,21.39,47.2
40,10,21.356666666666698,47.2
50,10,21.29,47.2
50,10,21.29,47.23
50,20,21.29,47.29
40,10,21.29,47.326666666666696
50,10,21.29,47.4
40,10,21.2,47.29
30,10,21.2,47.29
20,10,21.2,47.29
30,10,21.1333333333333,47.3633333333333
40,10,21.1666666666667,47.4
50,20,21.1,47.4
50,10,21.1,47.4
40,10,21.1,47.5
40,20,21.1,47.6933333333333
60,10,21.0,47.826666666666696
120,20,21.0,47.9666666666667
370,10,21.0,48.03
350,20,21.0,48.09
330,40,21.0,48.09
60,10,21.0,48.1633333333333
50,10,21.0,48.2
40,10,21.0,48.3333333333333
40,10,21.0,48.1633333333333
40,10,21.0,48.03
40,20,21.0,47.8633333333333
50,10,21.066666666666695,47.73
50,10,21.1,47.56
80,10,21.1,47.4333333333333
140,20,21.1333333333333,47.29
330,20,21.2,47.29
160,30,21.1333333333333,45.6966666666667
80,20,21.025,45.29
30,20,21.1,45.3633333333333
60,10,21.1666666666667,45.5
60,10,21.1666666666667,45.633333333333304
60,20,21.323333333333295,46.0
70,10,21.463333333333296,46.06
40,10,21.6,45.3333333333333
470,10,21.6666666666667,44.9333333333333
710,10,21.73,44.9
480,20,21.856666666666698,44.9666666666667
360,10,21.926666666666698,45.0
340,10,22.066666666666695,45.0
300,10,22.1333333333333,45.4
230,10,22.26,46.5333333333333
260,10,22.39,46.1233333333333
420,10,22.39,46.063333333333304
170,20,22.5,46.1966666666667
80,10,22.566666666666695,45.79
70,10,22.6333333333333,45.296666666666695
390,10,22.76,44.9633333333333
640,10,22.84,44.59
510,10,23.0,44.43
300,10,23.0,44.23
260,10,23.033333333333296,44.7233333333333
260,10,23.1666666666667,45.6633333333333
220,10,23.2,45.86
190,10,23.2,45.9333333333333
300,10,23.29,45.7
430,20,23.29,45.6266666666667
700,10,23.323333333333295,45.3633333333333
570,10,23.323333333333295,44.8966666666667
330,10,23.356666666666698,44.3333333333333
280,10,23.356666666666698,44.0666666666667
260,10,23.39,45.1
240,10,23.463333333333296,45.633333333333304
230,10,23.5,45.6633333333333
220,10,23.5,45.4633333333333
100,10,23.5,44.66
270,10,23.5,44.7333333333333
330,10,23.533333333333296,45.1966666666667
260,10,23.6,45.5425
310,10,23.6666666666667,45.4
430,20,23.7633333333333,46.0666666666667
420,10,23.963333333333296,47.66
190,10,23.926666666666698,51.4333333333333
110,10,24.0,52.5666666666667
120,10,24.0,50.1966666666667
120,20,24.0,48.9966666666667
110,10,24.0,47.86
120,10,24.0,46.993333333333304
120,20,24.1,46.296666666666695
150,10,24.033333333333296,45.83
490,10,24.066666666666695,45.3633333333333
580,20,24.0,45.03
350,20,24.0,47.4266666666667
80,20,24.066666666666695,50.5666666666667
90,20,24.1,51.633333333333304
80,30,24.1,50.16
180,30,24.1,48.993333333333304
400,40,24.033333333333296,47.9333333333333
300,40,24.0,47.05
90,40,23.963333333333296,46.633333333333304
80,40,23.89,46.36
70,40,23.89,46.133333333333304
60,30,23.823333333333295,45.8
80,30,23.79,45.5266666666667
80,20,23.79,45.326666666666696
70,20,23.7,45.29
80,20,23.7,45.29
70,30,23.6,45.09
230,20,23.6,45.03
350,20,23.5,45.0
70,20,23.5,45.0
50,30,23.463333333333296,45.0
60,20,23.39,45.0
60,20,23.356666666666698,44.9
70,20,23.29,44.9666666666667
60,20,23.26,44.9666666666667
50,20,23.2,44.9666666666667
50,30,23.1666666666667,45.09
60,20,23.1,45.1175
50,20,23.033333333333296,45.1266666666667
50,20,23.0,45.2
70,20,22.926666666666698,45.26
70,20,22.89,45.326666666666696
60,30,22.89,45.4
60,20,22.79,45.326666666666696
60,20,22.79,45.4
50,20,22.7,45.5
60,30,22.7,45.5
50,0,22.7,45.7
40,0,22.7,45.7
50,0,22.6,45.79
50,0,22.6,45.79
50,0,22.6,45.79
50,0,22.6,45.79
40,0,22.566666666666695,45.826666666666696
50,0,22.5,45.9
40,0,22.5,45.9
40,0,22.5,45.9
50,0,22.39,45.9
40,0,22.39,45.9
50,0,22.39,45.9
50,0,22.39,45.9
50,0,22.323333333333295,45.9
50,0,22.29,45.9333333333333
40,0,22.29,46.0
40,0,22.29,46.0
40,0,22.23,46.0
50,0,22.2,46.0
50,0,22.2,46.0
40,0,22.1666666666667,46.0
50,0,22.1,46.06
50,0,22.1,46.09
40,0,22.1,46.1633333333333
50,0,22.1,46.2
40,0,22.1,46.2
40,0,22.1,46.2
40,0,22.033333333333296,46.0666666666667
50,0,22.0,46.03
50,0,22.0,46.09
50,0,21.926666666666698,46.09
50,0,21.89,46.09
40,0,21.89,46.09
40,0,21.89,46.2
50,10,21.89,46.2
50,10,21.79,46.09
50,40,21.856666666666698,46.1633333333333
60,30,21.79,46.23
60,30,21.79,46.29
60,30,21.79,46.29
70,30,21.79,46.3633333333333
320,40,21.79,46.4
200,40,21.73,46.4666666666667
60,20,21.76,46.6633333333333
40,30,21.7,46.6633333333333
50,50,21.7,46.59
60,10,21.7,46.53
80,20,21.7,46.5
60,30,21.7,46.633333333333304
70,20,21.7,48.895
60,30,21.79,48.7
50,20,21.73,48.5
60,20,21.73,48.06
60,30,21.73,47.9333333333333
60,20,21.73,47.8633333333333
60,30,21.79,47.79
80,20,21.79,47.7
80,30,21.73,47.76
80,20,21.73,47.6933333333333
70,30,21.79,47.36
70,20,21.79,47.06
130,20,21.79,46.86
70,30,21.79,46.9
70,20,21.79,46.9
60,40,21.79,46.8633333333333
60,40,21.79,46.8633333333333
60,30,21.823333333333295,47.0
60,40,21.89,47.3333333333333
60,40,21.823333333333295,47.4333333333333
50,0,21.815,47.425
90,10,21.856666666666698,47.4
70,10,21.89,47.26
50,0,21.89,47.1266666666667
50,0,21.89,47.33
50,0,21.89,47.9966666666667
40,10,21.89,50.06
70,0,21.89,50.3933333333333
180,0,21.79,49.8333333333333
50,0,21.79,49.226666666666695
60,10,21.79,48.796666666666695
150,0,21.79,48.4633333333333
130,0,21.79,48.2233333333333
60,10,21.79,47.9633333333333
50,10,21.79,47.6
50,0,21.79,47.66
40,0,21.79,49.563333333333304
90,0,21.79,50.49
70,0,21.79,50.063333333333304
60,10,21.73,49.6566666666667
70,0,21.7,49.05
70,0,21.7,48.6633333333333
60,0,21.7,48.6633333333333
70,0,21.7,48.4666666666667
60,0,21.6333333333333,48.1933333333333
40,0,21.6666666666667,47.8933333333333
40,0,21.6,47.36
50,10,21.6,47.06
90,10,21.6,46.9333333333333
90,30,21.6,47.0666666666667
90,20,21.6,46.9266666666667
100,30,21.6333333333333,46.59
100,30,21.7,46.4633333333333
90,30,21.7,46.1633333333333
170,30,21.7,46.03
600,30,21.7,46.366666666666696
510,10,21.76,48.5666666666667
110,10,21.823333333333295,55.0333333333333
100,10,21.963333333333296,55.9
100,20,22.0,53.0666666666667
110,30,22.025,51.625
190,30,22.1,50.1666666666667
140,30,22.1333333333333,49.063333333333304
90,40,22.2,48.6566666666667
90,30,22.23,48.296666666666695
90,30,22.29,47.83
90,30,22.39,47.1933333333333
120,30,22.39,46.8
110,20,22.39,46.43
120,30,22.39,46.23
110,20,22.39,45.9666666666667
100,30,22.39,45.7666666666667
90,20,22.39,45.56
90,20,22.39,45.4333333333333
80,20,22.356666666666698,45.3633333333333
100,20,22.29,45.23
90,30,22.29,45.0
80,20,22.29,44.9333333333333
100,20,22.26,44.6933333333333
100,30,22.2,44.56
70,20,22.15,44.59
40,20,22.1,44.59
30,20,22.1,44.59
50,30,22.0,44.5
60,20,22.0,44.56
70,20,21.963333333333296,44.6266666666667
70,20,21.89,44.7
60,30,21.856666666666698,44.6633333333333
50,20,21.79,44.59
60,20,21.79,44.59
50,20,21.73,44.59
60,30,21.7,44.59
80,20,21.6333333333333,44.4633333333333
70,10,21.6,44.5
70,0,21.6,44.4333333333333
60,0,21.6,44.4
70,0,21.533333333333296,44.4
50,0,21.5,44.29
70,0,21.5,44.29
60,0,21.5,44.2
60,0,21.426666666666698,44.03
70,0,21.426666666666698,43.9633333333333
60,0,21.39,43.9
80,0,21.39,43.9
60,0,21.39,43.9
50,0,21.323333333333295,43.9
40,0,21.29,43.9
40,0,21.29,43.9
40,0,21.29,43.9
60,0,21.29,43.9
60,0,21.2,43.79
70,0,21.2,43.79
60,0,21.1666666666667,43.79
60,0,21.1666666666667,43.79
50,0,21.1666666666667,43.79
60,0,21.1,43.79
60,0,21.1,43.79
50,0,21.1,43.79
60,0,21.0,43.7
70,0,21.0,43.7
60,0,21.0,43.7
60,0,21.0,43.7
50,0,21.0,43.7
50,0,20.963333333333296,43.7
60,0,20.89,43.7
50,0,20.89,43.7
60,0,20.89,43.7
60,0,20.89,43.7
60,0,20.823333333333295,43.6266666666667
60,10,20.79,43.59
60,10,20.79,43.59
60,10,20.79,43.9633333333333
60,10,20.79,44.1633333333333
60,10,20.79,44.29
100,10,20.79,44.3633333333333
70,0,20.79,44.5666666666667
70,0,20.79,44.8333333333333
90,10,20.79,44.93
190,20,20.79,44.73
310,20,20.79,44.545
230,30,20.79,44.5
170,20,20.856666666666698,44.633333333333304
320,20,21.0,44.43
300,0,21.066666666666695,44.23
90,0,21.1333333333333,43.76
90,0,21.26,43.6266666666667
90,0,21.323333333333295,43.5266666666667
120,0,21.39,43.326666666666696
360,0,21.533333333333296,43.0333333333333
220,0,21.6,42.76
220,0,21.73,43.0
410,0,21.79,43.06
190,0,21.89,43.29
80,0,21.963333333333296,43.29
70,0,22.033333333333296,43.23
70,0,22.1,43.29
350,0,22.1,43.4333333333333
340,0,22.1666666666667,43.56
340,0,22.2,45.595
340,0,22.2,45.0
220,0,22.2,45.6666666666667
70,0,22.29,45.6933333333333
90,0,22.29,46.7666666666667
80,0,22.533333333333296,45.5266666666667
70,0,22.533333333333296,44.86
70,0,22.5,44.43
70,0,22.566666666666695,44.1566666666667
120,0,22.6,43.7666666666667
90,0,22.6,43.56
100,0,22.6,43.1933333333333
100,10,22.6,42.86
240,10,22.6,42.79
420,30,22.533333333333296,42.73
200,20,22.5,42.7
120,20,22.5,42.7
120,20,22.39,42.6266666666667
120,20,22.39,42.76
220,10,22.39,42.8266666666667
160,20,22.39,43.0425
130,10,22.323333333333295,43.09
110,10,22.29,43.06
90,10,22.23,42.933333333333294
100,10,22.2,43.1633333333333
180,10,22.1333333333333,43.03
510,10,22.1,43.0
350,10,22.1,43.06
310,10,22.0,43.1566666666667
300,10,22.0,43.43
270,30,22.0,43.6266666666667
270,40,21.926666666666698,43.9
250,40,21.89,44.23
230,30,21.89,44.3633333333333
120,30,21.79,44.4333333333333
190,30,21.79,44.56
170,30,21.79,44.59
120,30,21.856666666666698,44.6633333333333
120,40,21.89,44.6633333333333
460,30,21.89,44.53
600,30,22.0,44.45
280,10,22.1333333333333,47.86
100,0,22.26,52.1933333333333
110,20,22.323333333333295,51.1666666666667
130,20,22.39,50.1
120,20,22.39,48.2933333333333
110,20,22.39,47.2333333333333
160,20,22.426666666666698,46.1966666666667
160,10,22.5,45.4566666666667
150,20,22.533333333333296,44.6233333333333
170,20,22.6,44.0966666666667
100,20,22.6,43.6
130,20,22.6,43.1933333333333
100,0,22.7,42.93
140,0,22.7,42.73
120,0,22.7,42.4666666666667
120,0,22.7,42.2666666666667
140,0,22.7,42.1633333333333
120,0,22.7,42.09
130,10,22.7,42.0
80,10,22.7,41.925
70,0,22.7,41.9
70,10,22.6666666666667,42.03
70,0,22.6,42.223333333333294
100,0,22.6,42.73
100,0,22.533333333333296,42.863333333333294
100,0,22.5,43.03
70,10,22.5,43.1633333333333
70,0,22.39,43.23
70,0,22.39,43.29
70,0,22.356666666666698,43.4
60,0,22.29,43.326666666666696
50,0,22.2,43.133333333333304
30,0,22.2,43.06
20,0,22.1666666666667,43.03
50,0,22.1,43.1633333333333
40,0,22.066666666666695,43.06
40,0,22.0,43.0
50,0,21.963333333333296,42.9
40,0,21.89,42.9
50,0,21.89,42.9
40,0,21.856666666666698,42.863333333333294
50,0,21.79,42.79
50,0,21.76,42.79
40,0,21.7,42.73
50,0,21.6666666666667,42.6633333333333
40,0,21.6,42.59
40,0,21.6,42.59
50,0,21.6,42.53
50,0,21.6,42.5
50,0,21.533333333333296,42.5
50,0,21.5,42.5
40,0,21.5,42.5
20,0,21.463333333333296,42.363333333333294
20,0,21.39,42.29
20,0,21.39,42.29
40,0,21.39,42.29
50,0,21.356666666666698,42.29
60,0,21.29,42.29
40,0,21.29,42.29
50,0,21.29,42.29
40,0,21.23,42.23
40,0,21.2,42.09
50,0,21.2,42.09
40,0,21.1333333333333,42.09
50,0,21.1333333333333,42.09
50,0,21.1,42.09
50,0,21.1,42.09
40,0,21.033333333333296,42.03
40,0,21.033333333333296,42.03
40,0,21.0,42.0
40,0,21.0,42.0
50,0,21.0,42.0
30,0,20.926666666666698,42.0
30,0,20.89,42.0
30,10,20.89,42.0
40,10,20.89,42.2666666666667
60,20,20.89,42.52666666666669
50,30,20.856666666666698,42.9633333333333
50,20,20.79,43.1725
70,20,20.79,43.26
60,20,20.79,43.23
60,10,20.79,43.3633333333333
80,0,20.79,43.4633333333333
60,10,20.79,43.7233333333333
60,20,20.79,43.6633333333333
50,20,20.79,43.7233333333333
50,20,20.79,43.7233333333333
60,10,20.79,43.39
170,10,20.79,43.1633333333333
350,0,20.79,43.09
140,0,20.79,45.7633333333333
80,0,20.856666666666698,45.6966666666667
50,0,20.79,44.8633333333333
40,0,20.79,44.6566666666667
50,0,20.79,44.4666666666667
60,10,20.79,44.4
60,30,20.76,44.6566666666667
60,20,20.7,44.73
80,20,20.7,44.545
70,20,20.7,44.53
70,20,20.7,44.59
90,30,20.7,44.59
60,30,20.7,44.6633333333333
50,20,20.7,44.8633333333333
470,30,20.6333333333333,44.79
600,10,20.7,45.8633333333333
330,10,20.7,47.73
260,0,20.79,46.826666666666696
240,0,20.79,46.6933333333333
220,10,20.89,46.3633333333333
260,10,20.963333333333296,45.8233333333333
300,20,21.033333333333296,45.6233333333333
70,10,21.1,45.1566666666667
60,20,21.1333333333333,44.96
70,20,21.2,44.5666666666667
70,30,21.23,44.3633333333333
110,20,21.29,44.6966666666667
180,20,21.29,45.4333333333333
170,20,21.365,45.37
50,30,21.39,45.4666666666667
50,20,21.39,45.26
60,20,21.463333333333296,45.4
60,20,21.6333333333333,45.6633333333333
60,20,21.76,45.53
60,20,21.926666666666698,45.4666666666667
70,0,22.0,45.326666666666696
80,10,22.033333333333296,45.33
90,0,22.1,45.8633333333333
90,0,22.2,46.1933333333333
100,0,22.26,45.86
90,0,22.323333333333295,45.5266666666667
100,0,22.39,45.326666666666696
100,0,22.39,44.99
120,0,22.39,44.79
120,0,22.5,44.633333333333304
120,0,22.5,44.4333333333333
110,0,22.6,44.26
100,0,22.6,44.095
100,0,22.6,44.0
80,0,22.6,43.8633333333333
110,0,22.6666666666667,43.79
90,0,22.7,43.7
90,10,22.7,43.6266666666667
350,0,22.79,43.6266666666667
530,10,22.79,43.9
500,30,22.926666666666698,51.33
100,0,23.066666666666695,57.6633333333333
110,10,23.1,53.6966666666667
120,20,23.1,51.1633333333333
370,30,23.2,49.4266666666667
210,20,23.2,48.0933333333333
110,20,23.2,46.96
100,20,23.2,46.5
100,20,23.2,45.99
100,20,23.2,45.53
100,20,23.2,45.1
100,20,23.2,44.7666666666667
100,20,23.1,44.545
110,20,23.066666666666695,44.3333333333333
110,30,23.0,44.2
80,10,23.0,44.1633333333333
230,0,23.0,44.03
420,10,22.89,43.76
240,0,22.89,43.6266666666667
70,0,22.79,43.5
70,0,22.79,43.5
70,20,22.79,43.5
60,20,22.79,43.6933333333333
60,20,22.7,43.826666666666696
60,30,22.7,43.9
50,20,22.7,44.0
60,20,22.6333333333333,43.9333333333333
50,20,22.6,44.0
50,20,22.533333333333296,44.0
60,30,22.5,44.0
70,20,22.5,44.06
60,20,22.39,44.0
60,20,22.39,44.0
40,10,22.39,44.06
20,0,22.29,44.23
20,0,22.29,44.29
20,0,22.2,44.2
30,0,22.2,44.2
50,0,22.1666666666667,44.29
50,0,22.1,44.29
50,0,22.1,44.326666666666696
40,0,22.1,44.4
40,0,22.0,44.29
40,0,22.0,44.3633333333333
50,0,21.963333333333296,44.5
50,0,21.89,44.5
50,0,21.89,44.53
50,0,21.823333333333295,44.53
50,0,21.79,44.53
40,0,21.79,44.59
50,0,21.79,44.6266666666667
40,0,21.79,44.7
40,0,21.745,44.79
50,0,21.7,44.79
40,0,21.7,44.79
40,0,21.7,44.9
30,0,21.7,44.9
20,0,21.6,44.9
40,0,21.6,44.9666666666667
40,0,21.6,45.0
40,0,21.6,45.0
40,0,21.6,45.09
50,0,21.533333333333296,45.09
50,0,21.5,45.1266666666667
50,0,21.5,45.2
50,0,21.5,45.23
40,0,21.426666666666698,45.23
50,0,21.463333333333296,45.26
40,0,21.39,45.26
40,0,21.39,45.29
40,0,21.39,45.29
50,0,21.39,45.326666666666696
50,0,21.315,45.4
50,0,21.29,45.4
40,10,21.29,45.5666666666667
50,20,21.29,45.7
30,10,21.29,45.9
20,0,21.29,45.9666666666667
50,0,21.29,46.2666666666667
20,0,21.29,46.5266666666667
60,10,21.29,46.59
50,0,21.29,46.59
60,0,21.29,46.4666666666667
60,0,21.29,46.326666666666696
60,0,21.2,46.2
50,0,21.2,46.2
40,0,21.2,46.2
50,0,21.2,46.1266666666667
40,0,21.2,46.23
60,0,21.2,46.29
50,0,21.2,46.26
50,0,21.2,46.2
40,0,21.2,46.2
40,0,21.2,46.2
50,0,21.2,46.2
20,0,21.23,46.6633333333333
20,10,21.29,46.4633333333333
40,10,21.29,46.3633333333333
40,0,21.29,46.23
60,0,21.323333333333295,46.1633333333333
70,0,21.39,46.03
60,0,21.39,46.0
150,0,21.39,45.9333333333333
70,0,21.426666666666698,46.0666666666667
60,10,21.5,46.0666666666667
80,0,21.5,46.0
70,0,21.5,45.9333333333333
70,0,21.533333333333296,45.8633333333333
70,0,21.6,45.79
60,0,21.6,45.79
60,0,21.6666666666667,45.79
70,0,21.745,45.645
40,0,21.79,45.5
40,0,21.856666666666698,47.7666666666667
50,0,22.0,47.1
50,0,22.0,46.1666666666667
50,0,22.0,45.7233333333333
40,10,22.0,45.4633333333333
30,0,22.0,45.26
30,0,22.066666666666695,45.2
20,0,22.1,45.09
30,0,22.1,45.09
50,0,22.1,44.9666666666667
60,0,22.1,44.826666666666696
60,0,22.1,44.79
50,0,22.1,44.73
60,0,22.1,44.7
50,0,22.1,44.7
50,10,22.1333333333333,44.6633333333333
50,10,22.2,44.6633333333333
50,10,22.2,44.59
50,0,22.2,44.59
60,0,22.2,44.59
60,0,22.2,44.56
50,0,22.2,44.5
50,0,22.23,44.4
80,0,22.29,44.4666666666667
80,0,22.323333333333295,44.4666666666667
90,0,22.39,44.4
90,0,22.39,44.1633333333333
100,0,22.463333333333296,44.09
150,0,22.533333333333296,44.0
540,0,22.6,44.0
370,0,22.7,46.133333333333304
180,0,22.7,51.2666666666667
150,0,22.79,52.8633333333333
220,10,22.79,50.6633333333333
100,10,22.823333333333295,49.86
100,10,22.89,49.5266666666667
120,20,22.926666666666698,48.633333333333304
100,10,23.0,49.8333333333333
90,30,23.0,47.845
100,20,23.0,46.46
110,20,22.926666666666698,46.0
100,10,22.89,45.633333333333304
70,0,22.89,45.36
80,10,22.89,45.2
80,0,22.823333333333295,45.0666666666667
80,0,22.79,44.9666666666667
70,0,22.79,44.9
80,0,22.79,44.9
60,0,22.73,44.9
80,0,22.7,44.79
70,0,22.7,44.79
60,10,22.7,44.79
60,20,22.6333333333333,44.73
50,0,22.6,44.6266666666667
50,0,22.6,44.76
50,0,22.5,45.5
30,0,22.5,45.56
20,0,22.5,45.3633333333333
20,0,22.4175,45.2225
30,0,22.39,45.1266666666667
40,0,22.39,45.1633333333333
50,0,22.323333333333295,45.09
60,0,22.29,45.06
50,0,22.29,45.0
40,0,22.2,45.0
50,0,22.2,44.9333333333333
40,0,22.1666666666667,45.0
50,0,22.1,45.0
40,0,22.1,45.03
50,0,22.033333333333296,44.9633333333333
50,0,22.0,45.0
50,0,22.0,45.06
50,0,21.963333333333296,45.1266666666667
40,0,21.89,45.26
40,0,21.89,45.4
40,0,21.823333333333295,45.4666666666667
40,0,21.79,45.53
50,0,21.79,45.59
50,0,21.745,45.645
50,0,21.76,45.7
50,0,21.7,45.76
40,0,21.6666666666667,45.8633333333333
50,0,21.6,45.79
40,0,21.6,45.9
40,0,21.6,45.9666666666667
50,0,21.6,45.9333333333333
30,0,21.6,45.9333333333333
30,0,21.5,45.9
30,0,21.5,45.9
40,0,21.5,46.0
50,0,21.5,46.0
40,0,21.463333333333296,45.9666666666667
40,0,21.39,45.9
50,0,21.39,45.9
40,0,21.39,45.9
50,0,21.39,45.9
50,0,21.39,45.9
50,0,21.39,45.9
50,0,21.365,45.9
50,0,21.29,45.9
40,0,21.29,45.8633333333333
40,0,21.29,45.79
50,0,21.29,45.826666666666696
40,0,21.29,45.826666666666696
50,0,21.26,45.76
50,0,21.2,45.7
60,0,21.2,45.7
40,0,21.2,45.7
50,0,21.2,45.7
40,0,21.2,45.7
40,0,21.1333333333333,45.7
40,0,21.2,45.7
40,0,21.1,45.7
50,0,21.1,45.6266666666667
50,0,21.1,45.7
50,0,21.1,45.7
50,0,21.0,45.59
60,10,21.0,45.59
20,0,21.0,45.79
20,0,21.1,46.0
30,0,21.033333333333296,46.0
40,10,21.1,45.9
50,20,21.1,45.7666666666667
60,0,21.0,45.73
60,0,21.0,45.73
60,0,21.0,45.49
60,10,21.0,45.23
40,0,21.0,45.3633333333333
50,0,21.0,45.23
40,0,21.0,45.1633333333333
50,0,21.0,45.2233333333333
60,0,21.0,45.1633333333333
60,0,21.0,45.09
70,0,21.0,45.09
70,0,21.0,45.09
70,0,21.0,45.06
90,0,21.0,45.0
80,0,21.0,44.95
80,0,21.0,44.9333333333333
70,0,21.0,45.2666666666667
60,0,21.0,45.4
70,10,21.0,45.4666666666667
70,0,21.0,45.59
70,0,21.0,45.53
50,0,21.0,45.3633333333333
50,0,20.926666666666698,45.29
50,0,20.89,45.26
50,10,20.89,45.1266666666667
60,0,20.89,45.06
60,0,20.89,45.0
80,0,20.89,44.9333333333333
70,0,20.89,44.9333333333333
70,0,20.89,44.9
70,0,20.89,44.9
60,0,20.823333333333295,44.79
190,0,20.89,44.8633333333333
340,0,20.89,45.03
360,0,20.9175,45.865
140,0,21.0,48.79
70,0,21.1,50.99
160,0,21.1,50.8633333333333
420,0,21.1,49.256666666666696
230,0,21.1,47.9966666666667
440,0,21.1,47.0333333333333
240,0,21.1666666666667,46.76
460,0,21.1333333333333,46.8633333333333
90,0,21.26,46.53
240,0,21.5,45.8333333333333
250,0,21.5,45.7
90,0,21.39,45.56
80,0,21.463333333333296,45.5
90,0,21.39,45.53
80,0,21.463333333333296,45.8633333333333
370,10,21.533333333333296,45.6
270,10,21.6666666666667,45.0666666666667
70,10,21.79,44.1933333333333
90,0,21.856666666666698,44.06
100,10,22.05,44.395
90,10,22.1333333333333,44.4333333333333
110,10,22.2,44.6933333333333
100,0,22.323333333333295,44.9666666666667
90,0,22.39,45.4333333333333
90,0,22.426666666666698,45.06
100,0,22.566666666666695,44.86
90,10,22.7,44.76
100,10,22.76,44.6266666666667
100,20,22.926666666666698,44.56
90,20,23.0,44.633333333333304
90,20,23.1,44.59
90,30,23.1,44.59
90,30,23.2,44.56
110,10,23.2,44.36
80,10,23.2,44.0266666666667
100,10,23.2,43.633333333333304
90,0,23.2,43.1633333333333
90,0,23.2,43.09
80,0,23.2,42.863333333333294
70,10,23.2,42.79
70,0,23.1333333333333,42.863333333333294
70,0,23.1,42.933333333333294
70,0,23.1,43.06
80,0,23.0,43.09
80,0,23.0,43.09
80,0,22.963333333333296,43.1266666666667
60,0,22.89,43.2
30,0,22.79,43.09
20,0,22.79,43.1633333333333
20,0,22.76,43.2
40,0,22.7,43.2
50,0,22.7,43.29
50,0,22.7,43.29
50,0,22.6666666666667,43.29
50,0,22.533333333333296,43.29
50,0,22.5,43.326666666666696
40,0,22.426666666666698,43.326666666666696
40,0,22.39,43.29
40,0,22.39,43.3633333333333
40,0,22.34,43.4
40,0,22.29,43.4333333333333
50,0,22.29,43.5
40,0,22.2,43.4333333333333
50,0,22.1333333333333,43.5
50,0,22.1,43.59
40,0,22.1,43.59
40,0,22.066666666666695,43.6633333333333
40,0,22.0,43.6633333333333
40,0,22.0,43.73
40,0,21.926666666666698,43.8633333333333
50,0,21.89,43.9333333333333
50,0,21.89,44.0
50,0,21.79,44.03
50,0,21.79,44.1633333333333
40,0,21.79,44.23
50,0,21.79,44.29
40,0,21.7,44.4333333333333
40,0,21.7,44.5
40,0,21.7,44.59
50,0,21.675,44.59
50,0,21.6,44.6633333333333
50,0,21.6,44.73
30,0,21.6,44.79
30,0,21.6,44.9
20,0,21.6,44.9
20,0,21.5,45.0
40,0,21.5,45.0
40,0,21.5,45.03
50,0,21.5,45.09
50,0,21.426666666666698,45.03
50,0,21.426666666666698,45.03
50,0,21.39,45.0
40,0,21.39,45.0
40,0,21.39,45.09
50,0,21.323333333333295,45.09
40,0,21.29,45.1266666666667
40,0,21.29,45.2
50,0,21.29,45.2
